attack_flag,h_true,c_true,detected,tau_detect,tau_detect_censored,false_alarm,h_hat_final,id_correct,final_entropy,final_ampvar,cumulative_act_cost,planner_runtime_ms_mean,planner_runtime_ms_p95,max_hide_error,algorithm,episode_id,case,attack_mag
True,26,0.01,False,20,20,False,0,False,0.5530102203460304,0.37041049710601626,0.6449621867960693,30.780760548077524,47.37951073911972,0.0,HMTD-MDE,35,case57,0.01
True,28,0.01,False,20,20,False,27,False,0.15000606174446834,0.03072110671073107,0.6449621867960693,34.89962285384536,67.77333335776348,0.0,HMTD-MDE,36,case57,0.01
True,3,0.01,True,14,14,False,3,True,0.12457725321065699,0.003800073436362795,0.6449621867960693,34.466643843916245,79.43259642925115,0.0,HMTD-MDE,37,case57,0.01
True,6,0.01,False,20,20,False,6,True,8.117238451575753e-05,0.0023632648951130613,0.6449621867960693,36.21123134798836,54.123346458072774,0.0,HMTD-MDE,38,case57,0.01
True,51,-0.01,False,20,20,False,0,False,0.6385809510322776,0.2419381290881554,0.6449621867960693,38.57864804449491,48.68495414557402,0.0,HMTD-MDE,39,case57,0.01
True,17,0.01,False,20,20,False,0,False,0.583593808554859,0.35938597499910263,0.6449621867960693,45.771816655178554,97.37091634306127,0.0,HMTD-MDE,40,case57,0.01
True,49,-0.01,True,12,12,False,49,True,0.06744494119887585,0.014438074477614353,0.6449621867960693,35.69302909891121,58.93224519968504,0.0,HMTD-MDE,41,case57,0.01
True,19,-0.01,False,20,20,False,17,False,0.2206300755950508,0.037059951064711355,0.6449621867960693,42.979454100714065,81.81018151517492,0.0,HMTD-MDE,42,case57,0.01
True,31,0.01,False,20,20,False,0,False,0.5827776644101851,0.34979193528901054,0.6449621867960693,33.919189806329086,45.952762209344655,0.0,HMTD-MDE,43,case57,0.01
True,55,0.01,True,8,8,False,40,False,8.852846921581382e-05,0.011286109674135429,0.6449621867960693,37.013010354712605,55.64433182298672,0.0,HMTD-MDE,44,case57,0.01
True,2,0.01,False,20,20,False,2,True,0.08243800245512783,0.0048863831606701805,0.6449621867960693,35.76305430615321,50.77320801792673,0.0,HMTD-MDE,45,case57,0.01
True,34,-0.01,False,20,20,False,0,False,0.6567105175434107,0.30132633413337867,0.6449621867960693,29.967097807093523,44.77426665544047,0.0,HMTD-MDE,46,case57,0.01
True,14,-0.01,False,20,20,False,14,True,0.00021888528715128993,0.007616293820666657,0.6449621867960693,36.91722505609505,89.44403334753588,0.0,HMTD-MDE,47,case57,0.01
True,1,0.01,False,20,20,False,0,False,0.570586590248216,0.3328804791283697,0.6449621867960693,37.04545625078026,49.65545767627192,0.0,HMTD-MDE,48,case57,0.01
True,34,-0.01,False,20,20,False,0,False,0.6499419659512977,0.2725388174875954,0.6449621867960693,36.36597920267377,52.06622739788145,0.0,HMTD-MDE,49,case57,0.01
True,40,-0.01,False,20,20,False,40,True,0.26507180518934437,0.08133701320731185,0.6449621867960693,35.546512648579665,84.06074410886504,0.0,HMTD-MDE,50,case57,0.01
True,27,-0.01,False,20,20,False,0,False,0.6129433495806152,0.33406145991540764,0.6449621867960693,31.283489638008177,45.45563333667819,0.0,HMTD-MDE,51,case57,0.01
True,44,-0.01,False,20,20,False,0,False,0.5739828629732633,0.35905743798005635,0.6449621867960693,35.40771474945359,92.42160206777046,0.0,HMTD-MDE,52,case57,0.01
True,1,0.01,False,20,20,False,0,False,0.5870845922880823,0.3392498204129303,0.6449621867960693,27.79768555483315,39.33827921864577,0.0,HMTD-MDE,53,case57,0.01
True,20,-0.01,False,20,20,False,17,False,0.24670667865423807,0.03493090973961768,0.6449621867960693,34.54977064684499,61.91772318270526,0.0,HMTD-MDE,54,case57,0.01
True,41,-0.01,True,1,1,False,40,False,0.06805781932299178,0.010539161079377786,0.6449621867960693,29.30839585023932,38.98513300518971,0.0,HMTD-MDE,55,case57,0.01
True,25,0.01,False,20,20,False,0,False,0.6248233790150685,0.30387106324923313,0.6449621867960693,34.206360357347876,72.80628182052169,0.0,HMTD-MDE,56,case57,0.01
True,33,0.01,False,20,20,False,0,False,0.5906176191370748,0.35554518325190665,0.6449621867960693,34.066127199912444,68.76444342196923,0.0,HMTD-MDE,57,case57,0.01
True,42,-0.01,False,20,20,False,0,False,0.5869317156647247,0.35221498274869545,0.6449621867960693,35.90096250991337,45.55821008107159,0.0,HMTD-MDE,58,case57,0.01
True,21,0.01,False,20,20,False,0,False,0.555288972956192,0.37068602666530415,0.6449621867960693,33.91975620179437,51.17239728278947,0.0,HMTD-MDE,59,case57,0.01
True,36,-0.01,True,1,1,False,36,True,0.007735166461715872,0.0008647968413432631,0.6449621867960693,37.97728759527672,89.10416905127936,0.0,HMTD-MDE,60,case57,0.01
True,46,0.01,False,20,20,False,0,False,0.578507952366409,0.3609536732621784,0.6449621867960693,34.70394160540309,57.212764557334665,0.0,HMTD-MDE,61,case57,0.01
True,56,0.01,False,20,20,False,0,False,0.6178102387748454,0.27110690519648006,0.6449621867960693,33.54674380098004,49.99640894529876,0.0,HMTD-MDE,62,case57,0.01
True,8,-0.01,True,1,1,False,8,True,3.8671819781197475e-10,0.00028489480589777717,0.6449621867960693,40.24982505070511,60.5329276993871,0.0,HMTD-MDE,63,case57,0.01
True,2,0.01,False,20,20,False,2,True,0.03454212030753712,0.004999659707415924,0.6449621867960693,31.081910408101976,41.48868094198406,0.0,HMTD-MDE,64,case57,0.01
True,43,0.01,False,20,20,False,44,False,0.18470861034426478,0.06224946220507186,0.6449621867960693,25.519691547378898,35.24789585499094,0.0,HMTD-MDE,65,case57,0.01
True,11,0.01,True,1,1,False,11,True,3.8671819781197475e-10,0.0002955651145503168,0.6449621867960693,42.47210619796533,91.09784726751975,0.0,HMTD-MDE,66,case57,0.01
True,7,0.01,False,20,20,False,0,False,0.6261567193523935,0.335587256455391,0.6449621867960693,26.292668803944252,36.92856455745642,0.0,HMTD-MDE,67,case57,0.01
True,7,-0.01,False,20,20,False,0,False,0.6792959154283515,0.2639905540615233,0.6449621867960693,35.8099395991303,45.12586101773195,0.0,HMTD-MDE,68,case57,0.01
True,51,-0.01,False,20,20,False,0,False,0.5866404162927449,0.3537114458932123,0.6449621867960693,36.231443710858,47.09419581049588,0.0,HMTD-MDE,69,case57,0.01
True,12,-0.01,True,1,1,False,12,True,3.8671819781197475e-10,6.506154484848831e-05,0.6449621867960693,36.723935295594856,52.25389549450484,0.0,HMTD-MDE,70,case57,0.01
True,17,-0.01,False,20,20,False,0,False,0.6010747257515069,0.33892433100621716,0.6449621867960693,37.65145205252338,51.2192062364193,0.0,HMTD-MDE,71,case57,0.01
True,35,0.01,True,2,2,False,35,True,0.12334802431726355,0.000805194131247094,0.6449621867960693,36.98474994744174,55.54504787724,0.0,HMTD-MDE,72,case57,0.01
True,37,0.01,False,20,20,False,44,False,0.18602264806177157,0.06171801966834209,0.6449621867960693,35.04019160172902,45.9624034963781,0.0,HMTD-MDE,73,case57,0.01
True,11,0.01,True,1,1,False,11,True,3.8671819781197475e-10,0.0002955651145503168,0.6449621867960693,36.48852935584728,47.49760664999486,0.0,HMTD-MDE,74,case57,0.01
True,43,-0.01,False,20,20,False,44,False,0.20365799351656153,0.058665995812010686,0.6449621867960693,36.66384179668967,50.37803125742358,0.0,HMTD-MDE,75,case57,0.01
True,39,0.01,False,20,20,False,0,False,0.5633818926949035,0.3666447631702268,0.6449621867960693,43.23019995645154,99.4849392503966,0.0,HMTD-MDE,76,case57,0.01
True,41,-0.01,True,1,1,False,40,False,0.002362944158921921,0.011274586565769176,0.6449621867960693,31.376166496193036,44.602995202876635,0.0,HMTD-MDE,77,case57,0.01
True,11,-0.01,True,1,1,False,11,True,3.8671819781197475e-10,0.0002955651145503168,0.6449621867960693,39.17303938942496,79.8929833166767,0.0,HMTD-MDE,78,case57,0.01
True,24,0.01,True,19,19,False,33,False,0.6086121337846203,0.14175864260637216,0.6449621867960693,36.94558121205773,52.52685000305064,0.0,HMTD-MDE,79,case57,0.01
True,26,-0.01,False,20,20,False,0,False,0.5828622682470975,0.3564755580319665,0.6449621867960693,35.209812453831546,48.86984998011037,0.0,HMTD-MDE,80,case57,0.01
True,37,0.01,False,20,20,False,44,False,0.3348089869248874,0.1304546837710597,0.6449621867960693,33.21695205522701,55.61996043834371,0.0,HMTD-MDE,81,case57,0.01
True,26,-0.01,False,20,20,False,0,False,0.585224863491122,0.3653731943557491,0.6449621867960693,41.44516240048688,74.35896486276764,0.0,HMTD-MDE,82,case57,0.01
True,20,-0.01,False,20,20,False,17,False,0.23187580643773922,0.03571646374543852,0.6449621867960693,37.8730313066626,51.81911493127705,0.0,HMTD-MDE,83,case57,0.01
True,54,0.01,False,20,20,False,0,False,0.5586966198253335,0.3718757407316884,0.6449621867960693,34.17313750251196,62.761772584053716,0.0,HMTD-MDE,84,case57,0.01
True,31,0.01,False,20,20,False,33,False,0.6182020736578209,0.20357637770140563,0.6449621867960693,32.86000615044031,44.403092289576335,0.0,HMTD-MDE,85,case57,0.01
True,28,0.01,False,20,20,False,27,False,0.4833067599678269,0.16216379066733988,0.6449621867960693,33.06542520294897,43.28361632942689,0.0,HMTD-MDE,86,case57,0.01
True,26,-0.01,False,20,20,False,0,False,0.6128082936264445,0.3374677837173332,0.6449621867960693,33.51009804755449,52.41188814979978,0.0,HMTD-MDE,87,case57,0.01
True,17,-0.01,False,20,20,False,0,False,0.6281970476093576,0.26764148103483887,0.6449621867960693,38.50781685614493,55.85160068585541,0.0,HMTD-MDE,88,case57,0.01
True,55,-0.01,True,10,10,False,40,False,0.006056900425691921,0.011251295634708317,0.6449621867960693,38.92092090391088,67.99413786793593,0.0,HMTD-MDE,89,case57,0.01
True,11,0.01,True,1,1,False,11,True,3.8671819781197475e-10,0.0002955651145503168,0.6449621867960693,30.893950004247017,51.73176458920355,0.0,HMTD-MDE,90,case57,0.01
True,48,-0.01,True,19,19,False,48,True,0.0005527074314102421,0.0027563903232240027,0.6449621867960693,33.71095635811798,55.388914264040075,0.0,HMTD-MDE,91,case57,0.01
True,50,-0.01,False,20,20,False,49,False,0.03612253785659998,0.014773940130953366,0.6449621867960693,30.04206055193208,58.23895236826502,0.0,HMTD-MDE,92,case57,0.01
True,53,-0.01,False,20,20,False,51,False,0.13661664531564002,0.026447079019709767,0.6449621867960693,33.99303539772518,48.153972887666896,0.0,HMTD-MDE,93,case57,0.01
True,43,0.01,False,20,20,False,37,False,0.22742731754304962,0.015676671223957533,0.6449621867960693,34.39242289750837,49.76246250735132,0.0,HMTD-MDE,94,case57,0.01
True,40,-0.01,False,20,20,False,40,True,0.0022410053080013726,0.011283252141815551,0.6449621867960693,36.75740415637847,46.67240831186064,0.0,HMTD-MDE,95,case57,0.01
True,10,-0.01,True,2,2,False,10,True,3.8671819781197475e-10,0.0007455511118699345,0.6449621867960693,34.69134574988857,68.94898307218683,0.0,HMTD-MDE,96,case57,0.01
True,14,0.01,False,20,20,False,14,True,1.052052347221148e-05,0.007594123156637703,0.6449621867960693,38.87387075519655,73.2000125019113,0.0,HMTD-MDE,97,case57,0.01
True,53,-0.01,False,20,20,False,51,False,0.2628300320266007,0.02791651462555273,0.6449621867960693,27.570252094301395,45.8425735560013,0.0,HMTD-MDE,98,case57,0.01
True,49,-0.01,False,20,20,False,49,True,0.16370335004857145,0.022780753246086992,0.6449621867960693,31.266314652748406,49.901625371421694,0.0,HMTD-MDE,99,case57,0.01
True,56,0.01,False,20,20,False,38,False,0.2724932030971074,0.03807801566634886,0.6449621867960693,36.856293844175525,53.67057564435527,0.0,HMTD-MDE,100,case57,0.01
True,17,-0.01,False,20,20,False,17,True,0.45796196598514205,0.0851214809306838,0.6449621867960693,42.295997991459444,75.81827148969752,0.0,HMTD-MDE,101,case57,0.01
True,12,0.01,True,1,1,False,12,True,3.8671819781197475e-10,6.506154484848831e-05,0.6449621867960693,36.6668729489902,68.58512220496777,0.0,HMTD-MDE,102,case57,0.01
True,48,-0.01,False,20,20,False,48,True,0.0022036540034776875,0.00276695181257905,0.6449621867960693,39.47148120496422,62.30850447900594,0.0,HMTD-MDE,103,case57,0.01
True,31,0.01,False,20,20,False,33,False,0.47982732652037974,0.06644841806170586,0.6449621867960693,45.58768539864104,76.22694998281086,0.0,HMTD-MDE,104,case57,0.01
True,31,0.01,False,20,20,False,0,False,0.5505607576485584,0.37346639427427347,0.6449621867960693,38.1835979904281,60.80515658832156,0.0,HMTD-MDE,105,case57,0.01
True,41,-0.01,True,8,8,False,40,False,0.00273650067437013,0.01127255383660113,0.6449621867960693,32.01307074923534,48.41923120548018,0.0,HMTD-MDE,106,case57,0.01
True,16,-0.01,False,20,20,False,0,False,0.5537412636894232,0.3747009267076028,0.6449621867960693,35.08515614958014,46.47115981497344,0.0,HMTD-MDE,107,case57,0.01
True,20,0.01,False,20,20,False,18,False,0.32066769800652845,0.01944750970194128,0.6449621867960693,34.22151659906376,63.05181839270519,0.0,HMTD-MDE,108,case57,0.01
True,50,0.01,False,20,20,False,49,False,0.15474926055353244,0.0128871159902471,0.6449621867960693,32.98238544666674,67.0231999916723,0.0,HMTD-MDE,109,case57,0.01
True,17,0.01,False,20,20,False,0,False,0.5841464360215731,0.3489367087835578,0.6449621867960693,34.05936869676225,61.810584011254846,0.0,HMTD-MDE,110,case57,0.01
True,41,0.01,True,1,1,False,40,False,0.04585807908093399,0.010895441953178582,0.6449621867960693,38.52776255225763,59.69368749356366,0.0,HMTD-MDE,111,case57,0.01
True,15,0.01,False,20,20,False,0,False,0.5926870855696935,0.34568591775739416,0.6449621867960693,37.85708134819288,57.66129998955876,0.0,HMTD-MDE,112,case57,0.01
True,12,-0.01,True,1,1,False,12,True,3.8671819781197475e-10,6.506154484848831e-05,0.6449621867960693,37.65028965426609,72.09444132458887,0.0,HMTD-MDE,113,case57,0.01
True,33,-0.01,False,20,20,False,0,False,0.6110473753480965,0.32852336093993495,0.6449621867960693,33.371427046949975,48.88026251283009,0.0,HMTD-MDE,114,case57,0.01
True,8,0.01,True,1,1,False,8,True,3.8671819781197475e-10,0.00028489480589777717,0.6449621867960693,36.44116654759273,47.23449723387603,0.0,HMTD-MDE,115,case57,0.01
True,16,-0.01,False,20,20,False,0,False,0.5795120404498383,0.35738519078962816,0.6449621867960693,38.06854170397855,46.47186638612766,0.0,HMTD-MDE,116,case57,0.01
True,46,-0.01,False,20,20,False,0,False,0.5584887939046813,0.3684200590889438,0.6449621867960693,38.49713539821096,51.96458687132691,0.0,HMTD-MDE,117,case57,0.01
True,8,-0.01,True,1,1,False,8,True,3.8671819781197475e-10,0.00028489480589777717,0.6449621867960693,35.918074907385744,46.01265595119913,0.0,HMTD-MDE,118,case57,0.01
True,20,0.01,False,20,20,False,17,False,0.2488932177958847,0.0337699311186933,0.6449621867960693,36.75315004948061,58.16020029888023,0.0,HMTD-MDE,119,case57,0.01
True,52,-0.01,False,20,20,False,51,False,0.19917923609562427,0.035920569558073046,0.6449621867960693,36.656227146158926,69.11269552365412,0.0,HMTD-MDE,120,case57,0.01
True,9,-0.01,False,20,20,False,9,True,0.0011987623650043437,0.005747143367806757,0.6449621867960693,34.58173120743595,48.977714896318545,0.0,HMTD-MDE,121,case57,0.01
True,21,0.01,False,20,20,False,0,False,0.5548446979295583,0.369289593315395,0.6449621867960693,36.13266870379448,57.737106533022605,0.0,HMTD-MDE,122,case57,0.01
True,43,0.01,False,20,20,False,43,True,0.26818098390864187,0.027803135993659665,0.6449621867960693,33.45283129892778,47.183903848053916,0.0,HMTD-MDE,123,case57,0.01
True,18,-0.01,True,9,9,False,0,False,0.630947081614855,0.31812889516352943,0.6449621867960693,32.501687449985184,52.008541603572674,0.0,HMTD-MDE,124,case57,0.01
True,38,-0.01,False,20,20,False,38,True,0.25076644674383464,0.0329220433142951,0.6449621867960693,33.08729569835123,46.35415478551295,0.0,HMTD-MDE,125,case57,0.01
True,47,-0.01,False,20,20,False,0,False,0.614383167097316,0.26394537512262994,0.6449621867960693,35.861326998565346,50.617720588343225,0.0,HMTD-MDE,126,case57,0.01
True,51,-0.01,False,20,20,False,0,False,0.6727982713138333,0.2755459111369842,0.6449621867960693,33.27170840057079,59.260554474894896,0.0,HMTD-MDE,127,case57,0.01
True,23,0.01,True,0,0,False,0,False,0.5955276911352853,0.3483081941046473,0.6449621867960693,31.800085451686755,49.01191454846413,0.0,HMTD-MDE,128,case57,0.01
True,40,0.01,True,15,15,False,40,True,0.014851560554939384,0.013410005485433144,0.6449621867960693,37.40434595383704,64.60408188577279,0.0,HMTD-MDE,129,case57,0.01
True,20,-0.01,False,20,20,False,18,False,0.339585724694733,0.023113493916591888,0.6449621867960693,29.46669574594125,47.90019996871706,0.0,HMTD-MDE,130,case57,0.01
True,51,-0.01,False,20,20,False,54,False,0.3122129278458573,0.08416959286579123,0.6449621867960693,38.914020705851726,67.1595330524724,0.0,HMTD-MDE,131,case57,0.01
True,26,0.01,False,20,20,False,0,False,0.5683755735100542,0.36379056237177043,0.6449621867960693,31.584989550174214,52.080954168923206,0.0,HMTD-MDE,132,case57,0.01
True,43,-0.01,True,7,7,False,44,False,0.1434016701212375,0.06792465375403445,0.6449621867960693,35.5615520500578,61.61233747261576,0.0,HMTD-MDE,133,case57,0.01
True,54,-0.01,False,20,20,False,0,False,0.5596654050184153,0.37002533280635724,0.6449621867960693,31.148351894808002,48.91829785483425,0.0,HMTD-MDE,134,case57,0.01
True,32,0.01,False,20,20,False,0,False,0.5898835269083644,0.35759294566342203,0.6449621867960693,46.1435668024933,144.86293161462527,0.0,HMTD-MDE,135,case57,0.01
True,47,0.01,False,20,20,False,0,False,0.6249968710926266,0.3228987420869913,0.6449621867960693,30.36236235348042,53.52999935275875,0.0,HMTD-MDE,136,case57,0.01
True,51,0.01,True,2,2,False,0,False,0.5509836305781246,0.2678542741592475,0.6449621867960693,36.06881879095454,77.43846521771047,0.0,HMTD-MDE,137,case57,0.01
True,53,0.01,False,20,20,False,51,False,0.18335531128240246,0.049931102794761276,0.6449621867960693,38.39399584394414,61.01609547040426,0.0,HMTD-MDE,138,case57,0.01
True,54,0.01,False,20,20,False,0,False,0.5663533215103385,0.2958421392890852,0.6449621867960693,39.034472839557566,59.86391066398938,0.0,HMTD-MDE,139,case57,0.01
True,20,0.01,False,20,20,False,17,False,0.24215619707736513,0.03400064921577374,0.6449621867960693,34.11884159431793,66.11508572532331,0.0,HMTD-MDE,140,case57,0.01
True,52,0.01,False,20,20,False,51,False,0.1751361287991944,0.03777417199962904,0.6449621867960693,32.14987915416714,50.44434411101977,0.0,HMTD-MDE,141,case57,0.01
True,10,0.01,True,1,1,False,10,True,3.8671819781197475e-10,0.0007455511118699345,0.6449621867960693,34.73515420046169,59.677930886391565,0.0,HMTD-MDE,142,case57,0.01
True,12,-0.01,True,1,1,False,12,True,3.8671819781197475e-10,6.506154484848831e-05,0.6449621867960693,36.45843124832027,46.87861875281669,0.0,HMTD-MDE,143,case57,0.01
True,10,0.01,True,2,2,False,10,True,3.8671819781197475e-10,0.0007455511118699345,0.6449621867960693,32.31850209995173,47.829195475787856,0.0,HMTD-MDE,144,case57,0.01
True,11,-0.01,True,1,1,False,11,True,3.8671819781197475e-10,0.0002955651145503168,0.6449621867960693,34.816187602700666,45.566146171768196,0.0,HMTD-MDE,145,case57,0.01
True,25,-0.01,False,20,20,False,0,False,0.5957079401484903,0.3253442438494544,0.6449621867960693,33.98338340630289,48.60740863950924,0.0,HMTD-MDE,146,case57,0.01
True,36,0.01,True,4,4,False,36,True,0.03463890618198346,0.0008628075195500238,0.6449621867960693,37.893604254350066,64.85165482736194,0.0,HMTD-MDE,147,case57,0.01
True,44,-0.01,False,20,20,False,0,False,0.6032317245586343,0.34703500996873937,0.6449621867960693,34.485679102363065,52.17302017263137,0.0,HMTD-MDE,148,case57,0.01
True,24,0.01,False,20,20,False,33,False,0.4321425759336333,0.044294799387076964,0.6449621867960693,35.81876654934604,45.82182677113454,0.0,HMTD-MDE,149,case57,0.01
True,3,0.01,False,20,20,False,3,True,0.16409855961810801,0.0040762471076589805,0.6449621867960693,34.48648339835927,51.545610427274376,0.0,HMTD-MDE,150,case57,0.01
True,42,0.01,False,20,20,False,0,False,0.6383111555427087,0.26838582931780075,0.6449621867960693,34.297989547485486,48.919687789748444,0.0,HMTD-MDE,151,case57,0.01
True,23,0.01,False,20,20,False,0,False,0.6262235408335804,0.30889515751433927,0.6449621867960693,35.10005205171183,47.0127208332997,0.0,HMTD-MDE,152,case57,0.01
True,45,0.01,False,20,20,False,0,False,0.5945159908396509,0.3404110490513296,0.6449621867960693,38.70070005650632,76.75802296434996,0.0,HMTD-MDE,153,case57,0.01
True,24,-0.01,False,20,20,False,33,False,0.4163443663915845,0.03946611731179882,0.6449621867960693,36.34578773926478,67.13494405557871,0.0,HMTD-MDE,154,case57,0.01
True,22,-0.01,False,20,20,False,0,False,0.6284395886603525,0.2532584173937899,0.6449621867960693,38.3107646019198,57.258167312829755,0.0,HMTD-MDE,155,case57,0.01
True,23,0.01,False,20,20,False,0,False,0.5522650722765489,0.37287586543554685,0.6449621867960693,31.93197490181774,41.38029939495027,0.0,HMTD-MDE,156,case57,0.01
True,54,0.01,False,20,20,False,0,False,0.6081152983319199,0.34244435465454987,0.6449621867960693,36.08557705010753,59.71561846963598,0.0,HMTD-MDE,157,case57,0.01
