attack_flag,h_true,c_true,detected,tau_detect,tau_detect_censored,false_alarm,h_hat_final,id_correct,final_entropy,final_ampvar,cumulative_act_cost,planner_runtime_ms_mean,planner_runtime_ms_p95,max_hide_error,algorithm,episode_id,case
True,6,-0.04,False,20,20,False,0,False,0.5731364260588728,0.31923967655982033,1.3019884434962008,0.5177790939342231,0.8208619168726727,0.0,HMTD-MDE,27,case14
True,5,0.04,True,1,1,False,5,True,0.0021411473932920824,0.0006007462710169503,1.3019884434962008,0.7566561980638653,1.0433797782752663,0.0,HMTD-MDE,28,case14
True,8,-0.04,True,1,1,False,8,True,0.3398025924551089,0.000769558626831786,1.3019884434962008,0.6856604944914579,0.9997163200750953,0.0,HMTD-MDE,29,case14
True,3,-0.04,True,15,15,False,3,True,3.926356079180658e-07,0.014963968561399877,1.3019884434962008,0.6837958004325628,0.9794854267966011,0.0,HMTD-MDE,30,case14
True,9,0.04,True,1,1,False,9,True,0.38004161607373305,0.0007549027077577885,1.3019884434962008,0.7318210031371564,1.044170837849379,0.0,HMTD-MDE,31,case14
True,8,0.04,True,1,1,False,8,True,0.33747269841470123,0.0007704706307434344,1.3019884434962008,0.840291753411293,2.5700827129185204,0.0,HMTD-MDE,32,case14
True,4,-0.04,True,7,7,False,4,True,1.3724327576638536e-10,0.018648418902677048,1.3019884434962008,0.6131583533715457,0.7898499781731517,0.0,HMTD-MDE,33,case14
True,9,0.04,True,1,1,False,8,False,0.1738980565790616,0.0007772030637671288,1.3019884434962008,1.1821666412288323,3.051529766526078,0.0,HMTD-MDE,34,case14
True,6,0.04,False,20,20,False,0,False,0.5623737788182563,0.3351284731974612,1.3019884434962008,1.1743145994842052,4.1512985742883775,0.0,HMTD-MDE,35,case14
True,7,0.04,False,20,20,False,0,False,0.5010312937743542,0.37297793239266763,1.3019884434962008,0.7416644977638498,0.8637666411232211,0.0,HMTD-MDE,36,case14
True,1,0.04,True,7,7,False,1,True,1.3724327576615494e-10,0.0246360866695112,1.3019884434962008,0.6193312408868223,0.8487559331115337,0.0,HMTD-MDE,37,case14
True,2,0.04,False,20,20,False,2,True,1.1086241026177113e-06,0.019688447927165877,1.3019884434962008,0.8626039372757077,2.014537501963788,0.0,HMTD-MDE,38,case14
True,12,-0.04,True,1,1,False,13,False,0.2626495351603197,0.0009101156775934696,1.3019884434962008,1.1921876022825018,4.540875676320869,0.0,HMTD-MDE,39,case14
True,4,0.04,False,20,20,False,4,True,1.3724327576603278e-10,0.018648418902677048,1.3019884434962008,1.4940959983505309,5.540836043655874,0.0,HMTD-MDE,40,case14
True,12,-0.04,True,1,1,False,12,True,0.2626495351603197,0.0009101156775934696,1.3019884434962008,0.8797062968369573,0.9792910481337493,0.0,HMTD-MDE,41,case14
True,5,-0.04,True,1,1,False,5,True,1.6675612421075436e-08,0.0006006348316047163,1.3019884434962008,0.8668332477100194,1.1394076835131313,0.0,HMTD-MDE,42,case14
True,7,0.04,False,20,20,False,0,False,0.531384254285057,0.36192735141863064,1.3019884434962008,0.7539437065133825,0.9287972294259833,0.0,HMTD-MDE,43,case14
True,13,0.04,True,1,1,False,13,True,0.2626495351603197,0.0009101156775934696,1.3019884434962008,1.151000105892308,3.050575358793143,0.0,HMTD-MDE,44,case14
True,1,0.04,False,20,20,False,1,True,1.7103400699458808e-05,0.024636085234772055,1.3019884434962008,1.0275520966388285,2.0643729862058566,0.0,HMTD-MDE,45,case14
True,8,-0.04,True,1,1,False,8,True,0.26198771273140736,0.0007742750552614286,1.3019884434962008,1.0679001512471586,1.618619103101087,0.0,HMTD-MDE,46,case14
True,4,-0.04,False,20,20,False,4,True,1.372432757660266e-10,0.018648418902677048,1.3019884434962008,0.7266771950526163,0.9146919910563172,0.0,HMTD-MDE,47,case14
True,1,0.04,True,8,8,False,1,True,1.3724327576602122e-10,0.0246360866695112,1.3019884434962008,0.9754124563187361,2.607164587243462,0.0,HMTD-MDE,48,case14
True,8,-0.04,True,1,1,False,8,True,0.37023100707765233,0.0007656749189360147,1.3019884434962008,0.9725208423333243,2.1015704813180522,0.0,HMTD-MDE,49,case14
True,10,-0.04,True,1,1,False,9,False,0.358075605908981,0.0007615834038882857,1.3019884434962008,0.6069354480132461,0.714737459202297,0.0,HMTD-MDE,50,case14
True,7,-0.04,False,20,20,False,0,False,0.5422400709608062,0.3573291236782886,1.3019884434962008,1.3472583988914266,6.6342562524369,0.0,HMTD-MDE,51,case14
True,11,-0.04,False,20,20,False,0,False,0.4984471564146656,0.37382877789775404,1.3019884434962008,1.0026187490439042,1.1644441052340022,0.0,HMTD-MDE,52,case14
True,1,0.04,False,20,20,False,1,True,1.3724323369715116e-10,0.0246360866695112,1.3019884434962008,1.2263583514140919,5.491752401576378,0.0,HMTD-MDE,53,case14
True,5,-0.04,True,1,1,False,5,True,1.3724327576621432e-10,0.0006006348312304442,1.3019884434962008,0.9174125996651128,1.099845851422292,0.0,HMTD-MDE,54,case14
True,10,-0.04,True,1,1,False,9,False,0.3761460055647084,0.00076436286444905,1.3019884434962008,1.100960496114567,1.8531961453845758,0.0,HMTD-MDE,55,case14
True,6,0.04,False,20,20,False,6,True,0.5433047653271609,0.26616036152863837,1.3019884434962008,0.9872270980849861,3.475016629090533,0.0,HMTD-MDE,56,case14
True,8,0.04,True,1,1,False,9,False,0.37796119251425675,0.000763973745532623,1.3019884434962008,0.9604393970221281,2.754279124201277,0.0,HMTD-MDE,57,case14
True,10,-0.04,True,1,1,False,9,False,0.3105475137747613,0.0007525316048525078,1.3019884434962008,0.6227084522834048,0.7949360297061505,0.0,HMTD-MDE,58,case14
True,5,0.04,True,1,1,False,5,True,7.372979814032881e-09,0.0006006348313880564,1.3019884434962008,0.7881542871473357,1.134879488381558,0.0,HMTD-MDE,59,case14
True,9,-0.04,True,1,1,False,9,True,0.22029095605951443,0.0007552243911688556,1.3019884434962008,0.666393747087568,0.7560098281828687,0.0,HMTD-MDE,60,case14
True,11,0.04,False,20,20,False,0,False,0.48912468614220395,0.37773403193923666,1.3019884434962008,1.0992185969371349,1.3430541323032288,0.0,HMTD-MDE,61,case14
True,13,0.04,True,1,1,False,13,True,0.26264953516031964,0.0009101156775934696,1.3019884434962008,1.2599915935425088,1.5717913338448926,0.0,HMTD-MDE,62,case14
True,2,-0.04,False,20,20,False,2,True,0.00011788842406577015,0.019688321164033032,1.3019884434962008,1.1687939084367827,3.2557563041336866,0.0,HMTD-MDE,63,case14
True,1,0.04,False,20,20,False,1,True,5.171266703559107e-07,0.024636091713259454,1.3019884434962008,0.9010352630866691,1.9847034738631943,0.0,HMTD-MDE,64,case14
True,10,0.04,True,1,1,False,9,False,0.3122261161586337,0.0007604174344168384,1.3019884434962008,1.0815146495588124,3.938909000135029,0.0,HMTD-MDE,65,case14
True,3,0.04,True,5,5,False,3,True,1.372432757660793e-10,0.01496396828414821,1.3019884434962008,0.9722562390379608,1.849095779471103,0.0,HMTD-MDE,66,case14
True,2,0.04,False,20,20,False,2,True,8.392688369555389e-05,0.01968836076121691,1.3019884434962008,0.9065813530469313,1.3140627910615905,0.0,HMTD-MDE,67,case14
True,2,-0.04,False,20,20,False,2,True,0.00036182837330646676,0.01968801010912076,1.3019884434962008,1.1491646466311067,2.3309625365072915,0.0,HMTD-MDE,68,case14
True,12,-0.04,True,1,1,False,13,False,0.2626495351603197,0.0009101156775934696,1.3019884434962008,1.0603875445667654,1.9566809176467395,0.0,HMTD-MDE,69,case14
True,3,-0.04,True,7,7,False,3,True,2.4461104931544137e-10,0.014963968284199896,1.3019884434962008,0.6110333983087912,0.8261208102339885,0.0,HMTD-MDE,70,case14
True,4,-0.04,False,20,20,False,4,True,1.3724327576602376e-10,0.018648418902677048,1.3019884434962008,1.1759480054024607,2.0753232704009914,0.0,HMTD-MDE,71,case14
True,8,0.04,True,1,1,False,9,False,0.37229065755994767,0.0007648365550792827,1.3019884434962008,1.0657749022357166,1.1716767621692328,0.0,HMTD-MDE,72,case14
True,9,0.04,True,1,1,False,9,True,0.3430190299951463,0.0007541170777795774,1.3019884434962008,0.6801457493565977,0.7547309302026406,0.0,HMTD-MDE,73,case14
True,3,0.04,True,6,6,False,3,True,2.06106538205247e-06,0.014963969901529418,1.3019884434962008,0.7382146926829591,0.887678525759839,0.0,HMTD-MDE,74,case14
True,10,-0.04,True,1,1,False,9,False,0.3287812520341081,0.0007555544326659077,1.3019884434962008,0.9346124570583925,1.8954735540319256,0.0,HMTD-MDE,75,case14
True,10,0.04,True,1,1,False,8,False,0.2885118245235453,0.0007721776857576657,1.3019884434962008,1.2021457921946421,5.020185722969473,0.0,HMTD-MDE,76,case14
True,10,-0.04,True,1,1,False,9,False,0.23091487562190283,0.0007548414656796917,1.3019884434962008,0.7374499924480915,1.0449809546116744,0.0,HMTD-MDE,77,case14
True,3,-0.04,True,3,3,False,3,True,1.4407602486260577e-10,0.01496396828415134,1.3019884434962008,1.012606208678335,1.3833475706633223,0.0,HMTD-MDE,78,case14
True,6,0.04,False,20,20,False,0,False,0.6242532749897496,0.308332909130531,1.3019884434962008,1.1159207904711366,2.4654788576299365,0.0,HMTD-MDE,79,case14
True,7,-0.04,False,20,20,False,0,False,0.5489590429065633,0.35379380691223306,1.3019884434962008,0.7832916919142008,0.9332875051768506,0.0,HMTD-MDE,80,case14
True,9,0.04,True,1,1,False,9,True,0.36576927219832406,0.0007591348523030682,1.3019884434962008,0.6844126910436898,0.7853101124055684,0.0,HMTD-MDE,81,case14
True,6,-0.04,False,20,20,False,0,False,0.5259719656879086,0.359199100399028,1.3019884434962008,1.4513604546664283,5.462492277729328,0.0,HMTD-MDE,82,case14
True,5,-0.04,True,1,1,False,5,True,5.281752760979167e-10,0.0006006348312379599,1.3019884434962008,1.0476666531758383,3.5173583804862605,0.0,HMTD-MDE,83,case14
True,13,0.04,True,1,1,False,12,False,0.26264953516031964,0.0009101156775934696,1.3019884434962008,0.72678129945416,0.9849648835370339,0.0,HMTD-MDE,84,case14
True,8,0.04,True,1,1,False,8,True,0.28679293339889755,0.0007736059133853671,1.3019884434962008,0.9049813030287623,2.2085294971475387,0.0,HMTD-MDE,85,case14
True,7,0.04,False,20,20,False,0,False,0.49793192990132246,0.37469938677985454,1.3019884434962008,0.659631157759577,0.7084416574798524,0.0,HMTD-MDE,86,case14
True,6,-0.04,False,20,20,False,6,True,0.5116770485537732,0.26633174495993195,1.3019884434962008,0.6852668477222323,0.8280622249003504,0.0,HMTD-MDE,87,case14
True,4,-0.04,False,20,20,False,4,True,1.372432336970979e-10,0.01864841890267705,1.3019884434962008,0.9577292599715292,2.531262865522878,0.0,HMTD-MDE,88,case14
True,13,-0.04,True,1,1,False,12,False,0.26264953516031964,0.0009101156775934697,1.3019884434962008,0.7466521492460743,1.102914602961392,0.0,HMTD-MDE,89,case14
True,3,0.04,True,4,4,False,3,True,0.018058467431221262,0.01500280890206411,1.3019884434962008,0.6802353454986587,0.7503936969442293,0.0,HMTD-MDE,90,case14
True,11,-0.04,False,20,20,False,0,False,0.5668275237327075,0.33989865634004,1.3019884434962008,1.024547900306061,3.0821243126411,0.0,HMTD-MDE,91,case14
True,12,-0.04,True,1,1,False,13,False,0.26264953516031964,0.0009101156775934696,1.3019884434962008,1.1926812992896885,3.37066731299274,0.0,HMTD-MDE,92,case14
True,13,-0.04,True,1,1,False,13,True,0.26264953516031964,0.0009101156775934696,1.3019884434962008,0.81824978988152,1.144297863356772,0.0,HMTD-MDE,93,case14
True,10,0.04,True,1,1,False,8,False,0.3452841601857796,0.0007688179332402233,1.3019884434962008,1.231018648832105,4.198385364725258,0.0,HMTD-MDE,94,case14
True,10,-0.04,True,1,1,False,9,False,0.3826150110405445,0.0007558532243354106,1.3019884434962008,0.8772103523369879,1.0626586707076082,0.0,HMTD-MDE,95,case14
True,3,-0.04,True,11,11,False,3,True,6.863312267780015e-06,0.014963974145225226,1.3019884434962008,0.904900097521022,1.0662893095286592,0.0,HMTD-MDE,96,case14
True,4,0.04,True,6,6,False,4,True,1.3724327576608574e-10,0.018648418902677048,1.3019884434962008,0.55396260577254,0.7169399352278562,0.0,HMTD-MDE,97,case14
True,13,-0.04,True,1,1,False,12,False,0.26264953516031964,0.0009101156775934696,1.3019884434962008,1.0061457054689527,1.258049701573333,0.0,HMTD-MDE,98,case14
True,12,-0.04,True,1,1,False,13,False,0.2626495351603197,0.0009101156775934697,1.3019884434962008,0.8302583068143576,0.9923291858285683,0.0,HMTD-MDE,99,case14
True,13,0.04,True,1,1,False,13,True,0.26264953516031964,0.0009101156775934696,1.3019884434962008,0.9279270976549014,2.4538631550967707,0.0,HMTD-MDE,100,case14
True,4,-0.04,True,13,13,False,4,True,1.37243233697438e-10,0.01864841890267705,1.3019884434962008,0.7354937581112608,1.2740353966364655,0.0,HMTD-MDE,101,case14
True,3,0.04,True,3,3,False,3,True,3.2801665282317394e-06,0.014963970941285362,1.3019884434962008,1.1240832565817982,3.4994392830412866,0.0,HMTD-MDE,102,case14
True,12,-0.04,True,1,1,False,12,True,0.26264953516031964,0.0009101156775934697,1.3019884434962008,1.0935457947198302,2.6721597852883896,0.0,HMTD-MDE,103,case14
True,8,0.04,True,1,1,False,8,True,0.09309330775416881,0.0007795180570398349,1.3019884434962008,0.7842603023163974,0.8550982282031344,0.0,HMTD-MDE,104,case14
True,8,0.04,True,1,1,False,9,False,0.3492379478294545,0.0007619958055498146,1.3019884434962008,1.1187770985998213,5.377235403284431,0.0,HMTD-MDE,105,case14
True,10,-0.04,True,1,1,False,9,False,0.3703909273628833,0.0007588863244029799,1.3019884434962008,0.87747085490264,2.249987228424291,0.0,HMTD-MDE,106,case14
True,4,-0.04,False,20,20,False,4,True,1.3724323369709825e-10,0.01864841890267705,1.3019884434962008,0.8012956968741491,0.9603690297808516,0.0,HMTD-MDE,107,case14
True,5,0.04,True,1,1,False,5,True,1.3724327576602275e-10,0.0006006348312304442,1.3019884434962008,0.6999229022767395,1.1492308985907584,0.0,HMTD-MDE,108,case14
True,12,0.04,True,1,1,False,12,True,0.26264953516031964,0.0009101156775934696,1.3019884434962008,0.7669895509025082,0.9302996244514379,0.0,HMTD-MDE,109,case14
True,4,0.04,False,20,20,False,4,True,4.166647719224314e-09,0.018648418946285633,1.3019884434962008,0.7563292456325144,0.8417079661740002,0.0,HMTD-MDE,110,case14
True,10,0.04,True,1,1,False,8,False,0.2901925191233242,0.0007722436331795089,1.3019884434962008,0.5311125016305596,0.8003931463463232,0.0,HMTD-MDE,111,case14
True,4,0.04,True,2,2,False,4,True,1.3724327576611115e-10,0.018648418902677048,1.3019884434962008,0.9168727963697165,1.5022818755824154,0.0,HMTD-MDE,112,case14
True,3,-0.04,False,20,20,False,3,True,0.009837493809443546,0.014982766819831166,1.3019884434962008,1.2356979481410235,4.310547639033761,0.0,HMTD-MDE,113,case14
True,8,-0.04,True,1,1,False,8,True,0.3164831607432303,0.0007702725856341694,1.3019884434962008,0.5930022482061759,0.7619600917678331,0.0,HMTD-MDE,114,case14
True,2,0.04,False,20,20,False,2,True,1.0622159398856275e-06,0.019688447964326415,1.3019884434962008,1.1380646436009556,2.1459874929860288,0.0,HMTD-MDE,115,case14
True,4,-0.04,True,15,15,False,4,True,1.3724327576627351e-10,0.018648418902677048,1.3019884434962008,0.7060458534397185,0.8202937548048796,0.0,HMTD-MDE,116,case14
True,11,-0.04,False,20,20,False,0,False,0.519526987974199,0.36599759408213095,1.3019884434962008,1.1942478449782357,3.296653809957209,0.0,HMTD-MDE,117,case14
True,2,-0.04,True,4,4,False,2,True,0.0006244633095321087,0.01968764426284845,1.3019884434962008,0.5746459035435691,0.7696398912230508,0.0,HMTD-MDE,118,case14
True,5,0.04,True,1,1,False,5,True,9.454047507917558e-05,0.0006006385754697066,1.3019884434962008,0.6087498448323458,0.7509645016398281,0.0,HMTD-MDE,119,case14
True,13,-0.04,True,1,1,False,13,True,0.26264953516031964,0.0009101156775934696,1.3019884434962008,1.1153500963700935,1.9451794883934832,0.0,HMTD-MDE,120,case14
True,2,-0.04,False,20,20,False,2,True,0.000259051532174524,0.01968814559830547,1.3019884434962008,0.8279686997411773,0.9224333567544843,0.0,HMTD-MDE,121,case14
True,5,0.04,True,1,1,False,5,True,2.668174002871158e-10,0.0006006348312328415,1.3019884434962008,0.4988353466615081,0.5349794722860679,0.0,HMTD-MDE,122,case14
True,10,0.04,True,1,1,False,8,False,0.36531521391760413,0.0007672678847001048,1.3019884434962008,0.7728439057245851,0.8447669330053044,0.0,HMTD-MDE,123,case14
True,5,-0.04,True,1,1,False,5,True,1.4083874116983718e-10,0.0006006348312305069,1.3019884434962008,0.8627165982034057,1.608565216884019,0.0,HMTD-MDE,124,case14
True,9,-0.04,True,1,1,False,9,True,0.35017746653405407,0.0007642067979468205,1.3019884434962008,1.1163729504914954,1.992372638778763,0.0,HMTD-MDE,125,case14
True,11,-0.04,False,20,20,False,0,False,0.5119094981590874,0.3697213991919945,1.3019884434962008,0.8820394927170128,1.2459360761567975,0.0,HMTD-MDE,126,case14
True,12,-0.04,True,1,1,False,12,True,0.26264953516031964,0.0009101156775934696,1.3019884434962008,0.7633084023837,1.1728868994396184,0.0,HMTD-MDE,127,case14
True,6,0.04,False,20,20,False,6,True,0.4257794565350364,0.20320987296594714,1.3019884434962008,0.779322991729714,1.4445895823882893,0.0,HMTD-MDE,128,case14
True,10,0.04,True,1,1,False,8,False,0.3759896322611145,0.0007634405585073478,1.3019884434962008,1.0113750002346933,2.8308874781942017,0.0,HMTD-MDE,129,case14
True,5,-0.04,True,1,1,False,5,True,1.372432757662049e-10,0.0006006348312304442,1.3019884434962008,0.8228562510339543,0.9783631132449973,0.0,HMTD-MDE,130,case14
True,12,-0.04,True,1,1,False,13,False,0.2626495351603197,0.0009101156775934696,1.3019884434962008,0.6637687998590991,1.1469729506643498,0.0,HMTD-MDE,131,case14
True,6,0.04,False,20,20,False,6,True,0.46225545296515075,0.22400251628468895,1.3019884434962008,0.6072833959478885,0.7810711482306942,0.0,HMTD-MDE,132,case14
True,10,-0.04,True,1,1,False,9,False,0.30127085204460574,0.0007585066134504806,1.3019884434962008,0.8739269454963505,0.9692999941762575,0.0,HMTD-MDE,133,case14
True,13,-0.04,True,1,1,False,12,False,0.26264953516031964,0.0009101156775934697,1.3019884434962008,0.9774397418368607,1.763296476565303,0.0,HMTD-MDE,134,case14
True,8,0.04,True,1,1,False,9,False,0.300904129288943,0.0007575553336801252,1.3019884434962008,1.2031812453642488,3.5684187430888437,0.0,HMTD-MDE,135,case14
True,11,0.04,False,20,20,False,0,False,0.5441731423670825,0.34597185979527556,1.3019884434962008,1.1535063589690253,3.299610759131613,0.0,HMTD-MDE,136,case14
True,12,0.04,True,1,1,False,13,False,0.26264953516031964,0.0009101156775934697,1.3019884434962008,1.1447104450780898,3.127643439802341,0.0,HMTD-MDE,137,case14
True,13,0.04,True,1,1,False,13,True,0.2626495351603197,0.0009101156775934697,1.3019884434962008,0.772595897433348,1.859147925279104,0.0,HMTD-MDE,138,case14
True,13,0.04,True,1,1,False,12,False,0.26264953516031964,0.0009101156775934696,1.3019884434962008,0.8074580458924174,1.0606457683024944,0.0,HMTD-MDE,139,case14
True,5,0.04,True,1,1,False,5,True,1.3724327576605258e-10,0.0006006348312304442,1.3019884434962008,0.8576000953326002,1.2682372092967875,0.0,HMTD-MDE,140,case14
True,13,0.04,True,1,1,False,13,True,0.2626495351603197,0.0009101156775934697,1.3019884434962008,0.6744749465724453,0.8662680891575294,0.0,HMTD-MDE,141,case14
True,3,0.04,True,2,2,False,3,True,1.3724323369710205e-10,0.01496396828414821,1.3019884434962008,0.8078209531959146,1.400829805061222,0.0,HMTD-MDE,142,case14
True,3,-0.04,True,1,1,False,3,True,1.3724327576608342e-10,0.01496396828414821,1.3019884434962008,0.8557083026971668,2.2426744049880663,0.0,HMTD-MDE,143,case14
True,3,0.04,True,18,18,False,3,True,0.002990359854652158,0.014968682149378453,1.3019884434962008,1.2432519986759871,4.561637516599151,0.0,HMTD-MDE,144,case14
True,3,-0.04,False,20,20,False,3,True,0.0002874656365412842,0.01496430836935157,1.3019884434962008,0.7957500405609608,1.6729735041735696,0.0,HMTD-MDE,145,case14
True,6,-0.04,False,20,20,False,0,False,0.5331094804148501,0.3620291860980377,1.3019884434962008,0.8757395436987281,1.2243125063832874,0.0,HMTD-MDE,146,case14
True,9,0.04,True,1,1,False,9,True,0.3554936818989234,0.0007598520216743098,1.3019884434962008,0.8084459987003356,1.4989979477832094,0.0,HMTD-MDE,147,case14
True,11,-0.04,False,20,20,False,0,False,0.5475303486433776,0.34228802035249173,1.3019884434962008,1.0687040950870141,2.771536866202954,0.0,HMTD-MDE,148,case14
True,6,0.04,False,20,20,False,0,False,0.548570886651516,0.33978160042904915,1.3019884434962008,1.4613291947171092,1.8091443664161617,0.0,HMTD-MDE,149,case14
True,1,0.04,False,20,20,False,1,True,2.622986044124892e-05,0.02463605517469472,1.3019884434962008,1.161812653299421,5.605856282636525,0.0,HMTD-MDE,150,case14
True,10,0.04,True,1,1,False,8,False,0.3722142499958654,0.000765733173502785,1.3019884434962008,0.6898624502355233,0.8230434177676218,0.0,HMTD-MDE,151,case14
True,6,0.04,False,20,20,False,6,True,0.32186340982077405,0.14992993811582836,1.3019884434962008,1.1544042848981917,3.3128610462881647,0.0,HMTD-MDE,152,case14
True,11,0.04,False,20,20,False,0,False,0.611392729140074,0.32658968037188657,1.3019884434962008,0.8868582954164594,1.642500649904836,0.0,HMTD-MDE,153,case14
True,6,-0.04,False,20,20,False,6,True,0.3732593370135053,0.1999696659406485,1.3019884434962008,0.6678665376966819,0.7278559176484125,0.0,HMTD-MDE,154,case14
True,6,-0.04,False,20,20,False,6,True,0.5214797954049406,0.13686578865313934,1.3019884434962008,1.161683353711851,3.0826916830847075,0.0,HMTD-MDE,155,case14
True,6,0.04,False,20,20,False,0,False,0.5647338955699612,0.3387679072889107,1.3019884434962008,0.698583442135714,0.8700815931661056,0.0,HMTD-MDE,156,case14
True,13,0.04,True,1,1,False,13,True,0.2626495351603197,0.0009101156775934696,1.3019884434962008,1.0114708566106856,3.6746559286257274,0.0,HMTD-MDE,157,case14
True,8,-0.04,True,1,1,False,9,False,0.3764445548018698,0.0007640811938711262,1.3019884434962008,0.7651353982510045,0.8328809606609879,0.0,HMTD-MDE,158,case14
True,9,-0.04,True,1,1,False,9,True,0.35823327586822484,0.000755216349707294,1.3019884434962008,0.6543187482748181,0.7651794352568687,0.0,HMTD-MDE,159,case14
True,3,0.04,True,5,5,False,3,True,4.225397747471389e-08,0.014963968310395388,1.3019884434962008,0.758491683518514,0.9047955420101076,0.0,HMTD-MDE,160,case14
True,9,0.04,True,1,1,False,9,True,0.37277477467899933,0.0007528404338011649,1.3019884434962008,1.1179977533174679,2.766347900615077,0.0,HMTD-MDE,161,case14
True,9,0.04,True,1,1,False,9,True,0.3337883402193552,0.0007561815517210532,1.3019884434962008,1.112231391016394,4.280831216601657,0.0,HMTD-MDE,162,case14
