attack_flag,h_true,c_true,detected,tau_detect,tau_detect_censored,false_alarm,h_hat_final,id_correct,final_entropy,final_ampvar,cumulative_act_cost,planner_runtime_ms_mean,planner_runtime_ms_p95,max_hide_error,algorithm,episode_id,case,eta_x
True,55,0.04,True,1,1,False,55,True,3.867180879718625e-10,0.0022370599300575718,0.691292782136475,5.1276102545671165,11.524378458852881,0.0,RHMTD,44,case57,0.12
True,2,0.04,True,5,5,False,2,True,3.867181978119761e-10,0.008329426578114077,0.6912673031037639,5.6640915892785415,12.209768791217364,0.0,RHMTD,45,case57,0.12
True,34,-0.04,True,11,11,False,34,True,3.603251358572984e-08,0.01264572672449788,0.6922876100234026,6.023458301206119,10.990614595357352,0.0,RHMTD,46,case57,0.12
True,14,-0.04,True,4,4,False,14,True,3.8671819781197475e-10,0.0038463626101766886,0.6916432730500855,3.6225709365680814,8.41387320542708,0.0,RHMTD,47,case57,0.12
True,1,0.04,False,20,20,False,1,True,0.17605203502236053,0.12431574597625203,0.6946220699223863,4.467745646252297,11.757778466562746,0.0,RHMTD,48,case57,0.12
True,34,-0.04,True,1,1,False,34,True,3.8671811543224784e-10,0.010837286300596684,0.6912673031037639,4.135883451090194,7.65827115683351,0.0,RHMTD,49,case57,0.12
True,40,-0.04,False,20,20,False,40,True,1.272828709782612e-08,0.015994239063657267,0.6880831262953218,2.934018857195042,3.3563774195499723,0.0,RHMTD,50,case57,0.12
True,27,-0.04,True,1,1,False,27,True,3.8671814289191986e-10,0.0040769118236876995,0.6888920449707977,3.3624250936554745,4.786802123999225,0.0,RHMTD,51,case57,0.12
True,44,-0.04,True,9,9,False,44,True,2.8265298534181436e-07,0.02835648426568295,0.6945965908896752,3.5240979050286114,4.817648223252042,0.0,RHMTD,52,case57,0.12
True,1,0.04,False,20,20,False,0,False,0.5511674110141291,0.28839187814097883,0.6888920449707976,3.944470899295993,8.438816323177889,0.0,RHMTD,53,case57,0.12
True,20,-0.04,True,1,1,False,19,False,0.1714416009440448,0.00443782117589936,0.6966117256962414,4.130318798706867,9.559525383519942,0.0,RHMTD,54,case57,0.12
True,41,-0.04,True,1,1,False,41,True,3.867180879718638e-10,0.0015946478857900145,0.6972560626695584,4.636037501040846,6.170417263638248,0.0,RHMTD,55,case57,0.12
True,25,0.04,True,4,4,False,26,False,0.17144160094704172,0.03489213478410346,0.698920706562514,3.801264599314891,8.150083650252784,0.0,RHMTD,56,case57,0.12
True,33,0.04,False,20,20,False,35,False,0.15124046118150936,0.013758886472065232,0.6962612347826309,6.3582624978153035,13.695286057191002,0.0,RHMTD,57,case57,0.12
True,42,-0.04,True,3,3,False,42,True,3.867180879721019e-10,0.012031516260396443,0.6929319469967196,3.7173520569922403,6.277163967024538,0.0,RHMTD,58,case57,0.12
True,21,0.04,False,20,20,False,0,False,0.535171182305329,0.2968111678485036,0.6999410134821527,4.27692299708724,7.037998235318822,0.0,RHMTD,59,case57,0.12
True,36,-0.04,True,1,1,False,36,True,3.867180879718849e-10,0.005230874519335571,0.7005853504554697,7.88775204855483,28.137419105041797,0.0,RHMTD,60,case57,0.12
True,46,0.04,False,20,20,False,0,False,0.5480622507561757,0.2869282183529194,0.6852365378252869,3.3649771561613306,4.52755448932294,0.0,RHMTD,61,case57,0.12
True,56,0.04,False,20,20,False,38,False,0.17144695330976545,0.028988825108752017,0.6853295016033916,4.57987290865276,11.938060389366001,0.0,RHMTD,62,case57,0.12
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0011886458853966667,0.6922876100234026,6.638648046646267,29.290229530306544,0.0,RHMTD,63,case57,0.12
True,2,0.04,True,2,2,False,2,True,3.867181703520242e-10,0.007690316759129134,0.6882828194429812,3.344558351091109,5.897787178400906,0.0,RHMTD,64,case57,0.12
True,43,0.04,True,1,1,False,37,False,0.1714416009440448,0.005899817328350541,0.6896281382435194,3.7194895528955385,6.370718780090105,0.0,RHMTD,65,case57,0.12
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0018014113453742608,0.6906229661304469,3.974170799483545,6.967042273026893,0.0,RHMTD,66,case57,0.12
True,7,0.04,False,20,20,False,7,True,0.028123205878014496,0.02910638391414435,0.6948808045365922,4.376218636753038,12.007974658627063,0.0,RHMTD,67,case57,0.12
True,7,-0.04,False,20,20,False,7,True,2.806012652398042e-08,0.030016779441136513,0.690742598075205,4.99115425045602,9.66767856734805,0.0,RHMTD,68,case57,0.12
True,51,-0.04,False,20,20,False,51,True,0.0017836283692486293,0.015329486270554436,0.6900727820691769,6.586106447502971,12.926969095133249,0.0,RHMTD,69,case57,0.12
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.00040709445492763543,0.6904487520154985,4.754816700005904,10.355423553846778,0.0,RHMTD,70,case57,0.12
True,17,-0.04,False,20,20,False,18,False,0.15229469359889455,0.023691094456725414,0.6842837156510418,4.483189506572671,10.942729815724308,0.0,RHMTD,71,case57,0.12
True,35,0.04,True,1,1,False,35,True,3.8671808797204457e-10,0.005486090716923039,0.6922876100234027,7.282041595317423,20.672375024878445,0.0,RHMTD,72,case57,0.12
True,37,0.04,True,1,1,False,43,False,0.1714416009440448,0.005877791093753561,0.6892776473299088,4.612743743928149,10.650253840140067,0.0,RHMTD,73,case57,0.12
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0017213854313951362,0.6952664068957033,6.001495957025327,12.535937820212002,0.0,RHMTD,74,case57,0.12
True,43,-0.04,True,1,1,False,37,False,0.1714416009440448,0.0051200552888128175,0.6876130034369532,3.076160399359651,3.5102521273074676,0.0,RHMTD,75,case57,0.12
True,39,0.04,False,20,20,False,39,True,3.867180879718764e-10,0.015956952161767696,0.6872274010778421,4.33960625086911,8.370639587519696,0.0,RHMTD,76,case57,0.12
True,41,-0.04,True,1,1,False,41,True,3.8671806051185303e-10,0.004173711511760649,0.6888665659380867,8.257304152357392,41.26343123207336,0.0,RHMTD,77,case57,0.12
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0017214599527047767,0.6903291200707405,5.089918745215982,10.75262981466949,0.0,RHMTD,78,case57,0.12
True,24,0.04,True,4,4,False,24,True,0.1714416009440448,0.006932675421955901,0.6929319469967196,4.808891637367196,13.672289560781797,0.0,RHMTD,79,case57,0.12
True,26,-0.04,True,6,6,False,26,True,0.1714416009440448,0.010230563388540177,0.6939267748836472,3.3199248457094654,6.464899741695263,0.0,RHMTD,80,case57,0.12
True,37,0.04,True,1,1,False,43,False,0.1714416009440448,0.005802900454977587,0.6939267748836472,4.652347904630005,11.115718440851198,0.0,RHMTD,81,case57,0.12
True,26,-0.04,True,1,1,False,25,False,0.1714416009440448,0.01872485367496973,0.6902724752168364,4.054851952241734,8.772045813384468,0.0,RHMTD,82,case57,0.12
True,20,-0.04,True,1,1,False,19,False,0.1714416009440448,0.004592876887308095,0.6939522539163583,4.703202150994912,9.723427094286308,0.0,RHMTD,83,case57,0.12
True,54,0.04,True,1,1,False,54,True,4.055592739355447e-10,0.004098868247407356,0.691962598142503,5.108047992689535,11.589838934014553,0.0,RHMTD,84,case57,0.12
True,31,0.04,True,4,4,False,31,True,0.11424064851280225,0.00869074666111746,0.6945965908896752,3.7480146012967452,6.97873779863585,0.0,RHMTD,85,case57,0.12
True,28,0.04,True,1,1,False,28,True,3.867181428919181e-10,0.002422661544478527,0.6869686664636361,5.113729048753157,10.055206585093408,0.0,RHMTD,86,case57,0.12
True,26,-0.04,False,20,20,False,25,False,0.1714416009440448,0.010305091216503085,0.6872936783445357,5.776445893570781,13.882512177224283,0.0,RHMTD,87,case57,0.12
True,17,-0.04,False,20,20,False,17,True,0.061538707958880695,0.045759372302039664,0.6833143667968253,4.244826943613589,9.094451784039848,0.0,RHMTD,88,case57,0.12
True,55,-0.04,True,1,1,False,55,True,3.8671808797186776e-10,0.002181148678111878,0.6962612347826308,4.854360403260216,10.847246434423141,0.0,RHMTD,89,case57,0.12
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0009079980121505553,0.6927577328817712,5.051535452366807,8.458943446748911,0.0,RHMTD,90,case57,0.12
True,48,-0.04,True,19,19,False,48,True,3.8671808797186145e-10,0.01030930777199803,0.687201922045131,4.874924954492599,11.100272944895552,0.0,RHMTD,91,case57,0.12
True,50,-0.04,True,1,1,False,50,True,4.2758002675235684e-10,0.006550241248234545,0.6948553255038811,5.257808294845745,12.424493083381098,0.0,RHMTD,92,case57,0.12
True,53,-0.04,True,2,2,False,53,True,0.171441601036695,0.006317321066799006,0.6899474633359368,6.715568795334548,13.979939534328896,0.0,RHMTD,93,case57,0.12
True,43,0.04,True,1,1,False,37,False,0.1714416009440448,0.005805778855101001,0.6856545134842911,5.655462451977655,10.457429516827716,0.0,RHMTD,94,case57,0.12
True,40,-0.04,False,20,20,False,40,True,1.1767311710687026e-09,0.018517307986352986,0.6893366887964552,6.482854249770753,12.981566670350736,0.0,RHMTD,95,case57,0.12
True,10,-0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0028568529993463127,0.6929574260294307,4.96332919865381,9.908408619230613,0.0,RHMTD,96,case57,0.12
True,14,0.04,True,5,5,False,14,True,4.0131899074420366e-10,0.007079764601579664,0.6834651645627764,4.854799955501221,10.393556253984572,0.0,RHMTD,97,case57,0.12
True,53,-0.04,True,2,2,False,53,True,0.17144214414790634,0.010259279221132768,0.6936017630027477,4.393129298114218,11.178936064243318,0.0,RHMTD,98,case57,0.12
True,49,-0.04,True,9,9,False,49,True,2.7234096662826937e-08,0.007457548619619035,0.6845679292979587,4.214677104027942,10.294301444082523,0.0,RHMTD,99,case57,0.12
True,56,0.04,False,20,20,False,38,False,0.17144500610476837,0.03625921028628656,0.6938604976169535,5.009962446638383,11.1629931780044,0.0,RHMTD,100,case57,0.12
True,17,-0.04,False,20,20,False,18,False,0.17279637870913087,0.02676227334067811,0.6945965908896752,4.304737542406656,10.38543932954781,0.0,RHMTD,101,case57,0.12
True,12,0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.0004070944547836198,0.6912010258370702,5.217139501473866,11.587745841825383,0.0,RHMTD,102,case57,0.12
True,48,-0.04,True,12,12,False,48,True,3.8671806051183597e-10,0.009780136904492488,0.689334292183813,4.264187495573424,6.873915236792535,0.0,RHMTD,103,case57,0.12
True,31,0.04,True,9,9,False,31,True,0.16403032744552884,0.008750743870445131,0.6889583222374913,6.346162548288703,26.196606599842212,0.0,RHMTD,104,case57,0.12
True,31,0.04,True,2,2,False,30,False,0.1465284369829396,0.00853325112671346,0.6878972170838701,3.4100354445399716,5.374484788626433,0.0,RHMTD,105,case57,0.12
True,41,-0.04,True,1,1,False,41,True,3.8671808797193585e-10,0.0015713042725960865,0.6946220699223863,4.547674901550636,10.998497260152371,0.0,RHMTD,106,case57,0.12
True,16,-0.04,False,20,20,False,0,False,0.5013336778064975,0.282816721929869,0.6876033710241637,4.768050057464279,10.656708665192129,0.0,RHMTD,107,case57,0.12
True,20,0.04,True,1,1,False,20,True,0.1714416009440448,0.004454088099740177,0.6960615416349714,7.999008198385126,34.722637466620675,0.0,RHMTD,108,case57,0.12
True,50,0.04,True,2,2,False,50,True,2.0822768875286006e-09,0.009523005585834429,0.6841095015360935,3.653499996289611,6.972876767395065,0.0,RHMTD,109,case57,0.12
True,17,0.04,True,7,7,False,17,True,0.19878252252503026,0.054881824096542575,0.6916432730500855,10.271291856770404,41.400720825186035,0.0,RHMTD,110,case57,0.12
True,41,0.04,True,1,1,False,41,True,3.8671808797191424e-10,0.004049662685501213,0.6799907657993962,4.369481196044944,6.569430674426273,0.0,RHMTD,111,case57,0.12
True,15,0.04,False,20,20,False,0,False,0.5488049222705654,0.2959290934907708,0.6933079169430413,6.705970797338523,13.411638932302628,0.0,RHMTD,112,case57,0.12
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.00043894733424417707,0.6876441692581463,6.15396884677466,18.743992302916034,0.0,RHMTD,113,case57,0.12
True,33,-0.04,False,20,20,False,33,True,0.33603402030429796,0.1721599237932868,0.6819747347847692,4.915997953503393,10.823654505657034,0.0,RHMTD,114,case57,0.12
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0011786695827607808,0.6958756324235197,4.534752105246298,10.57412741938606,0.0,RHMTD,115,case57,0.12
True,16,-0.04,False,20,20,False,0,False,0.5131774855319127,0.28789508327056945,0.6906472376844581,5.013687498285435,11.051163123920563,0.0,RHMTD,116,case57,0.12
True,46,-0.04,False,20,20,False,0,False,0.5059149366941199,0.3106811773760762,0.6899786291571299,3.07118755299598,3.873118487535976,0.0,RHMTD,117,case57,0.12
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0010592007207440696,0.6939522539163582,5.3013667988125235,13.103241974022243,0.0,RHMTD,118,case57,0.12
True,20,0.04,True,1,1,False,19,False,0.1714416009440448,0.004476258759748991,0.6939267748836472,4.77988954517059,12.58242737967521,0.0,RHMTD,119,case57,0.12
True,52,-0.04,True,1,1,False,53,False,0.17144160094498087,0.0069766982137637774,0.6893366887964552,4.96706880221609,11.128908320097255,0.0,RHMTD,120,case57,0.12
True,9,-0.04,False,20,20,False,9,True,3.867181428929028e-10,0.0177985395491002,0.7022499943484253,4.642589585273527,9.149335755500946,0.0,RHMTD,121,case57,0.12
True,21,0.04,False,20,20,False,0,False,0.5174850756309735,0.3051284562636292,0.698920706562514,4.687118800939061,11.015124979894612,0.0,RHMTD,122,case57,0.12
True,43,0.04,True,1,1,False,43,True,0.1714416009440448,0.005834939013400953,0.6856545134842912,4.657331347698346,11.170622872305108,0.0,RHMTD,123,case57,0.12
True,18,-0.04,True,9,9,False,18,True,0.18295717552455126,0.060880113974741086,0.6818005206698209,6.259000094723888,13.059212203370429,0.0,RHMTD,124,case57,0.12
True,38,-0.04,True,18,18,False,38,True,0.1714416009440448,0.02542762779778499,0.6895618609768258,7.131010398734361,13.27479757310358,0.0,RHMTD,125,case57,0.12
True,47,-0.04,False,20,20,False,0,False,0.5839480636289516,0.25312442494521087,0.698920706562514,5.354125061421655,13.460751736420212,0.0,RHMTD,126,case57,0.12
True,51,-0.04,False,20,20,False,51,True,0.17081034215483257,0.018762005175208308,0.6876033710241637,4.960235406178981,11.106710697640667,0.0,RHMTD,127,case57,0.12
True,23,0.04,True,0,0,False,0,False,0.5766024531852859,0.20986091010912528,0.6972560626695584,5.672685508034192,12.395446182927119,0.0,RHMTD,128,case57,0.12
True,40,0.04,True,15,15,False,40,True,2.1871340708518e-05,0.01946705309314169,0.6869080759854246,6.920839540543966,14.380781227373552,0.0,RHMTD,129,case57,0.12
True,20,-0.04,True,1,1,False,20,True,0.17144160094622607,0.005209439544124759,0.6905974870977359,4.9121229036245495,11.241818085545676,0.0,RHMTD,130,case57,0.12
True,51,-0.04,False,20,20,False,51,True,0.07255562427117183,0.020676717925450883,0.6972815417022694,4.227733254083432,8.651264532818466,0.0,RHMTD,131,case57,0.12
True,26,0.04,True,17,17,False,25,False,0.17144160094505106,0.009409527954774732,0.6761043996850329,4.818002102547325,7.938639281201197,0.0,RHMTD,132,case57,0.12
True,43,-0.04,True,1,1,False,37,False,0.1714416009440448,0.005915014830924338,0.6962612347826308,5.227051951806061,11.617099365685137,0.0,RHMTD,133,case57,0.12
True,54,-0.04,True,1,1,False,54,True,3.9342502085169044e-10,0.011732621528427224,0.6925463446376084,5.165327052236535,9.826553889433859,0.0,RHMTD,134,case57,0.12
True,32,0.04,False,20,20,False,0,False,0.5158628042654582,0.307648731764529,0.6929574260294307,3.662208345485851,5.290040260297251,0.0,RHMTD,135,case57,0.12
True,47,0.04,False,20,20,False,0,False,0.5665592036855214,0.22320434360372282,0.6912673031037639,3.6345291446195915,7.723662187345329,0.0,RHMTD,136,case57,0.12
True,51,0.04,True,2,2,False,51,True,0.005861999230529558,0.018421731208430676,0.6912673031037639,4.038572797435336,12.292908009840176,0.0,RHMTD,137,case57,0.12
True,53,0.04,True,1,1,False,52,False,0.17144160157153612,0.006906579311733732,0.6952664068957033,4.204762596054934,11.757681577000769,0.0,RHMTD,138,case57,0.12
True,54,0.04,True,1,1,False,54,True,3.8739673557435737e-10,0.008411609323259451,0.6912927821364749,4.555143901961856,9.270027730963195,0.0,RHMTD,139,case57,0.12
True,20,0.04,True,1,1,False,20,True,0.1714416009440448,0.004580198859107903,0.6925718236703196,5.713622842449695,12.402710079913966,0.0,RHMTD,140,case57,0.12
True,52,0.04,True,5,5,False,53,False,0.17144160094859148,0.0059843172653354934,0.6854293413039206,5.166897899471223,13.314858017838569,0.0,RHMTD,141,case57,0.12
True,10,0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0028271369693840457,0.6934020698550882,4.193983250297606,8.034704142482951,0.0,RHMTD,142,case57,0.12
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.0004070859170693318,0.6979258786755865,4.617166696698405,10.356729131308384,0.0,RHMTD,143,case57,0.12
True,10,0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0028356469225459336,0.6870939851968763,4.85259169654455,10.451562196249142,0.0,RHMTD,144,case57,0.12
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.001769639538571911,0.683790176443676,3.900527095538564,7.41918750863988,0.0,RHMTD,145,case57,0.12
True,25,-0.04,True,2,2,False,26,False,0.1714416012647016,0.02692955345769939,0.6955251415099092,4.558329243445769,8.864214262575844,0.0,RHMTD,146,case57,0.12
True,36,0.04,True,1,1,False,36,True,3.867180879718631e-10,0.0029482663114947976,0.6860304834306128,4.263260299921967,8.415753854205835,0.0,RHMTD,147,case57,0.12
True,44,-0.04,False,20,20,False,44,True,1.6273534431762036e-08,0.012898740591453383,0.6896281382435194,6.003306154161692,14.7549541288754,0.0,RHMTD,148,case57,0.12
True,24,0.04,True,6,6,False,24,True,0.17144160108540507,0.013220697619742742,0.6886333103565918,4.0792228479404,7.95006810803898,0.0,RHMTD,149,case57,0.12
True,3,0.04,False,20,20,False,3,True,3.867181703523038e-10,0.013158104539287344,0.6956168978093138,5.394606202025898,11.651358002563944,0.0,RHMTD,150,case57,0.12
True,42,0.04,True,3,3,False,42,True,3.8671808797186166e-10,0.007749593274563252,0.6934020698550881,4.2634750047000125,8.032786057447087,0.0,RHMTD,151,case57,0.12
True,23,0.04,False,20,20,False,0,False,0.515687973357514,0.3092050925853237,0.6846342065646526,4.595120847807266,8.930789222358726,0.0,RHMTD,152,case57,0.12
True,45,0.04,True,1,1,False,45,True,3.8671808797186145e-10,0.006256232296048523,0.6939522539163583,3.3839041512692347,5.447060352889824,0.0,RHMTD,153,case57,0.12
True,24,-0.04,True,2,2,False,29,False,0.1714416009440448,0.010321561792552277,0.6888920449707976,8.817464593448676,16.419887501979314,0.0,RHMTD,154,case57,0.12
True,22,-0.04,False,20,20,False,0,False,0.5887153491378909,0.27964111553112486,0.699590522568542,5.650756196700968,14.256597883650114,0.0,RHMTD,155,case57,0.12
True,23,0.04,False,20,20,False,0,False,0.479902914992215,0.32168759839097216,0.6846596855973635,5.388799996580929,15.731977098039355,0.0,RHMTD,156,case57,0.12
True,54,0.04,True,1,1,False,54,True,5.745462048328786e-10,0.0041020724369798265,0.6923130890561137,6.1239916540216655,15.518787497421743,0.0,RHMTD,157,case57,0.12
True,33,-0.04,False,20,20,False,0,False,0.564918955525998,0.3033464143418874,0.6985956946816145,4.83728755498305,11.595695806317963,0.0,RHMTD,158,case57,0.12
True,39,-0.04,False,20,20,False,39,True,3.8671808797295204e-10,0.014170687993766778,0.6955914187766028,4.857241499121301,9.293530971626765,0.0,RHMTD,159,case57,0.12
True,13,0.04,True,1,1,False,13,True,3.8671819781197475e-10,0.0007730669393091387,0.6869998322848293,4.238514549797401,9.279137483099476,0.0,RHMTD,160,case57,0.12
True,38,0.04,False,20,20,False,38,True,0.17205525137848138,0.03405844496575184,0.6925802486044091,4.844374948879704,11.704254179494457,0.0,RHMTD,161,case57,0.12
True,35,0.04,True,1,1,False,35,True,3.875442692238224e-10,0.002015373644122552,0.6799838715322143,4.900277088745497,10.397812171140686,0.0,RHMTD,162,case57,0.12
True,26,-0.04,True,6,6,False,25,False,0.1714416009440448,0.010290557646139483,0.6824193786104268,4.31118315027561,8.985187145299284,0.0,RHMTD,163,case57,0.12
True,1,0.04,False,20,20,False,1,True,0.033052062389331865,0.11150133125951925,0.6966117256962415,8.94446444872301,16.11485896282836,0.0,RHMTD,164,case57,0.12
True,49,-0.04,True,17,17,False,49,True,3.8671808797221626e-10,0.006160997650920064,0.6759625588699775,5.297216592589393,13.662647901219323,0.0,RHMTD,165,case57,0.12
True,40,0.04,True,5,5,False,40,True,6.368340063560673e-09,0.019460001762529627,0.6972560626695584,5.704608396627009,11.782464614952923,0.0,RHMTD,166,case57,0.12
True,40,0.04,True,5,5,False,40,True,3.381276114413813e-09,0.017971069739652987,0.6946220699223863,4.122085453127511,9.333491043071263,0.0,RHMTD,167,case57,0.12
True,28,0.04,True,1,1,False,28,True,3.867181428919181e-10,0.002728606960241762,0.684459992449704,4.2519145557889715,8.270768765942195,0.0,RHMTD,168,case57,0.12
True,38,0.04,False,20,20,False,38,True,0.1720190964428566,0.03903880085636931,0.6949470818032858,4.101743854698725,5.82180039782544,0.0,RHMTD,169,case57,0.12
True,27,0.04,True,2,2,False,27,True,3.8706742259727275e-10,0.004289252419888054,0.6796936295638499,5.9526916447794065,13.409781258087605,0.0,RHMTD,170,case57,0.12
True,30,-0.04,True,8,8,False,30,True,0.12528224909804733,0.009756918210774828,0.6886333103565918,5.494120833463967,13.419597581378186,0.0,RHMTD,171,case57,0.12
True,31,-0.04,True,18,18,False,31,True,0.15260059501136386,0.009470516711091179,0.6922876100234026,6.513641701894812,14.691812862292881,0.0,RHMTD,172,case57,0.12
True,27,0.04,True,1,1,False,27,True,3.8671814289191847e-10,0.0048746333200678175,0.6794915398035482,4.915431144763716,13.197833625599744,0.0,RHMTD,173,case57,0.12
True,51,0.04,False,20,20,False,51,True,0.017019890220441227,0.02005596934814868,0.6932161606436366,4.268018752918579,9.520106244599448,0.0,RHMTD,174,case57,0.12
True,28,0.04,True,1,1,False,28,True,3.867181154319088e-10,0.005128493525787521,0.6899786291571299,3.759879249264486,9.276816970668735,0.0,RHMTD,175,case57,0.12
True,33,-0.04,False,20,20,False,25,False,0.4067434356487534,0.06651985574243685,0.6832876802854145,4.708858398953453,13.00122770480812,0.0,RHMTD,176,case57,0.12
True,20,-0.04,True,2,2,False,19,False,0.1714416009440448,0.0046266319022555905,0.6919371191097919,5.69018550158944,12.401321128709244,0.0,RHMTD,177,case57,0.12
True,5,0.04,True,1,1,False,5,True,3.8671819781197475e-10,0.008479643792129659,0.6929319469967196,6.1440354969818145,13.319667277392016,0.0,RHMTD,178,case57,0.12
True,38,0.04,False,20,20,False,38,True,0.17144452090191054,0.028564017187095506,0.6948553255038811,5.00689999316819,9.937663105665708,0.0,RHMTD,179,case57,0.12
True,52,-0.04,True,4,4,False,52,True,0.17187698578026084,0.008188661860253764,0.6979258786755864,4.862397952820174,11.787606851430617,0.0,RHMTD,180,case57,0.12
True,48,0.04,True,9,9,False,48,True,3.8671808797186316e-10,0.009664396921132225,0.7005853504554697,3.111702195019461,4.229972942266613,0.0,RHMTD,181,case57,0.12
True,32,-0.04,False,20,20,False,0,False,0.5267475900915338,0.2983537977874747,0.6912010258370703,3.6797500593820587,7.19858195516281,0.0,RHMTD,182,case57,0.12
True,48,0.04,True,19,19,False,48,True,3.8671808797193797e-10,0.011646473969604483,0.6898868728577252,3.725800011307001,6.975871190661566,0.0,RHMTD,183,case57,0.12
True,48,0.04,True,2,2,False,48,True,3.867180879718616e-10,0.010334583363240786,0.6962612347826308,4.169633286073804,9.496541632688606,0.0,RHMTD,184,case57,0.12
True,5,0.04,True,1,1,False,5,True,3.867181703520086e-10,0.006428401638558223,0.685887769065786,3.2611416972940788,3.74620031216182,0.0,RHMTD,185,case57,0.12
True,41,0.04,True,1,1,False,41,True,3.867180879718727e-10,0.005587871804388518,0.687227401077842,3.4534397011157125,5.549246113514529,0.0,RHMTD,186,case57,0.12
True,29,-0.04,True,7,7,False,24,False,0.1714416009952373,0.012747971756688221,0.6886644761777849,3.349254300701432,6.106733070919291,0.0,RHMTD,187,case57,0.12
True,10,-0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.003044879852533338,0.6898868728577252,4.890908350353129,11.440115197910927,0.0,RHMTD,188,case57,0.12
True,13,0.04,True,1,1,False,13,True,3.8671819781197475e-10,0.0007726729374092123,0.6879889733832748,3.185168796335347,4.2821235459996405,0.0,RHMTD,189,case57,0.12
True,7,-0.04,False,20,20,False,7,True,0.002127576758634126,0.03170143799738247,0.6882477079974806,8.83568960125558,39.92253157193775,0.0,RHMTD,190,case57,0.12
True,34,-0.04,True,4,4,False,34,True,3.8830090494730533e-10,0.014829463354217623,0.6912673031037639,3.818864602362737,6.550643124501222,0.0,RHMTD,191,case57,0.12
True,23,-0.04,False,20,20,False,0,False,0.5746237198168266,0.28119605324218194,0.6900727820691769,2.8007395012537017,3.078797904890962,0.0,RHMTD,192,case57,0.12
True,22,-0.04,False,20,20,False,0,False,0.5843133832125236,0.27088563698758805,0.688784108122543,4.755370892235078,9.884900640463458,0.0,RHMTD,193,case57,0.12
True,53,-0.04,True,1,1,False,53,True,0.255184037269549,0.008523892935691897,0.6899531501244189,3.0304334504762664,3.8162958138855174,0.0,RHMTD,194,case57,0.12
True,40,0.04,True,9,9,False,40,True,4.041918912048116e-10,0.016053975309576668,0.6926635799697243,4.416043794481084,8.332653847173788,0.0,RHMTD,195,case57,0.12
True,4,-0.04,False,20,20,False,0,False,0.4981686543679562,0.314099302430467,0.69260693511582,2.8223250003065914,3.1753288552863523,0.0,RHMTD,196,case57,0.12
True,23,0.04,False,20,20,False,0,False,0.5281323483219693,0.2869362144526155,0.6906229661304469,2.595197851769626,2.7493243076605722,0.0,RHMTD,197,case57,0.12
True,17,0.04,False,20,20,False,18,False,0.1677418778727082,0.06273217415582,0.6909422912228644,2.9694916593143716,3.5181872081011534,0.0,RHMTD,198,case57,0.12
True,28,0.04,True,2,2,False,28,True,3.867181428919181e-10,0.002651093900801799,0.6835731014110312,2.6396960020065308,3.0586131470045075,0.0,RHMTD,199,case57,0.12
True,26,-0.04,True,5,5,False,26,True,0.2526374583080834,0.008991316504044725,0.503183516997878,28.89942085603252,57.617046177620075,0.0,Robust-MTD,0,case57,0.12
True,49,-0.04,True,3,3,False,49,True,0.26613174597070727,0.011354915035418902,0.503183516997878,35.13278329919558,75.47118925431279,0.0,Robust-MTD,1,case57,0.12
True,53,-0.04,True,1,1,False,52,False,0.2713525363344306,0.00765362906848837,0.503183516997878,25.276673049665987,33.42909764323853,0.0,Robust-MTD,2,case57,0.12
True,37,0.04,True,1,1,False,44,False,0.2581630104270974,0.0053428289795756706,0.503183516997878,26.45865839731414,54.127239913214005,0.0,Robust-MTD,3,case57,0.12
True,46,0.04,True,17,17,False,0,False,0.6109107038913768,0.3412939224812248,0.503183516997878,30.258222957490943,45.51453127933202,0.0,Robust-MTD,4,case57,0.12
True,17,0.04,False,20,20,False,18,False,0.2734821392808363,0.012034972820078125,0.503183516997878,27.017058397177607,47.844042317592546,0.0,Robust-MTD,5,case57,0.12
True,24,0.04,False,20,20,False,29,False,0.28746039552908853,0.02192034055362244,0.503183516997878,35.11173970182426,57.44061074219647,0.0,Robust-MTD,6,case57,0.12
True,3,0.04,False,20,20,False,3,True,0.023713757373676914,0.015307081857947904,0.503183516997878,20.021193998400122,30.926606277353134,0.0,Robust-MTD,7,case57,0.12
True,8,-0.04,True,2,2,False,8,True,3.867181978120026e-10,0.009089423376042537,0.503183516997878,27.9507958504837,45.55366520071403,0.0,Robust-MTD,8,case57,0.12
