attack_flag,h_true,c_true,detected,tau_detect,tau_detect_censored,false_alarm,h_hat_final,id_correct,final_entropy,final_ampvar,cumulative_act_cost,planner_runtime_ms_mean,planner_runtime_ms_p95,max_hide_error,algorithm,episode_id,case,sigma_rel
True,14,0.04,True,1,1,False,14,True,3.8671817035202227e-10,0.003638283565383365,0.5958857955006528,266.0058519511949,320.1569767814363,0.0,MS-HIDE,97,case57,0.02
True,53,-0.04,True,1,1,False,52,False,0.17144160094404476,0.00416069773864376,0.4426616450512636,254.62392294721215,298.17550799343735,0.0,MS-HIDE,98,case57,0.02
True,49,-0.04,True,4,4,False,49,True,1.2857375518138955e-08,0.004336707480757743,0.4456634827422661,279.3019395408919,341.23523300222587,0.0,MS-HIDE,99,case57,0.02
True,56,0.04,True,6,6,False,56,True,0.17144160094695896,0.0115844236477537,0.5559306883314185,265.37498960096855,321.05235213821294,0.0,MS-HIDE,100,case57,0.02
True,17,-0.04,True,3,3,False,17,True,0.005660451582636565,0.007612548200446603,0.470140577431427,258.14779374049976,306.56273716595024,0.0,MS-HIDE,101,case57,0.02
True,12,0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.0004106583874232911,0.33317688700442216,271.7863646510523,327.59005479165353,0.0,MS-HIDE,102,case57,0.02
True,48,-0.04,True,3,3,False,48,True,1.0760090306152158e-08,0.00296965256472205,0.5045402751757516,264.6157103998121,328.5680937522557,0.0,MS-HIDE,103,case57,0.02
True,31,0.04,True,7,7,False,31,True,0.00780664322802678,0.005137370738441575,0.41277123200658283,266.29831050231587,337.83257258182863,0.0,MS-HIDE,104,case57,0.02
True,31,0.04,True,5,5,False,31,True,0.006383606806636097,0.005084408894264183,0.4242218337418902,265.89863945846446,329.00707914959645,0.0,MS-HIDE,105,case57,0.02
True,41,-0.04,True,2,2,False,41,True,3.867845465123081e-10,0.0019126365289919558,0.4402963620490949,249.85373750096187,329.8859417147469,0.0,MS-HIDE,106,case57,0.02
True,16,-0.04,False,20,20,False,0,False,0.5616074694909278,0.31575347779348767,0.5383479747473352,264.6743041521404,322.68310982035473,0.0,MS-HIDE,107,case57,0.02
True,20,0.04,True,2,2,False,19,False,0.1714416009440448,0.005014962718381516,0.5075635516403095,271.00747090007644,352.02806075976696,0.0,MS-HIDE,108,case57,0.02
True,50,0.04,True,4,4,False,50,True,3.931149209751699e-10,0.004035709633895107,0.4561598177859465,251.86758525087498,304.59233089350164,0.0,MS-HIDE,109,case57,0.02
True,17,0.04,True,17,17,False,17,True,0.0060299053283494435,0.006844360421362236,0.4948053080697908,260.7863334036665,341.06145867554005,0.0,MS-HIDE,110,case57,0.02
True,41,0.04,True,1,1,False,41,True,1.536463809603546e-08,0.001913822333490802,0.4718760077407066,262.361058301758,321.2079044460552,0.0,MS-HIDE,111,case57,0.02
True,15,0.04,True,0,0,False,0,False,0.5781665495116223,0.287083132099032,0.47547799410822295,265.0636312493589,350.3162673005136,0.0,MS-HIDE,112,case57,0.02
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.00041065838764520185,0.3474602802169151,261.99276239494793,315.32310801558197,0.0,MS-HIDE,113,case57,0.02
True,33,-0.04,False,20,20,False,33,True,0.19418990942024128,0.09328391844740536,0.45734512139634875,273.64119585836306,352.94358964310965,0.0,MS-HIDE,114,case57,0.02
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.001079778668545583,0.3280336736933406,267.12103949394077,321.3147166825365,0.0,MS-HIDE,115,case57,0.02
True,16,-0.04,False,20,20,False,0,False,0.5393467647201492,0.33460249518666474,0.5236628263956034,277.98619800887536,394.15884375048336,0.0,MS-HIDE,116,case57,0.02
True,46,-0.04,False,20,20,False,0,False,0.5405743564722524,0.3253240413801678,0.48862230468867646,269.2506770021282,368.30309166107327,0.0,MS-HIDE,117,case57,0.02
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0010797786693331523,0.34639441731273524,273.0596895533381,333.33423777075956,0.0,MS-HIDE,118,case57,0.02
True,20,0.04,True,1,1,False,20,True,0.1714416009440448,0.0049856654371002625,0.5048828916326198,260.47269369882997,346.5595124842367,0.0,MS-HIDE,119,case57,0.02
True,52,-0.04,True,3,3,False,52,True,0.17144160094933084,0.0042555515092439385,0.4390661750091973,268.46673119580373,342.2121639363468,0.0,MS-HIDE,120,case57,0.02
True,9,-0.04,True,8,8,False,9,True,3.867181978119823e-10,0.011054790105078014,0.42023646678849913,262.7038166479906,333.83726190077147,0.0,MS-HIDE,121,case57,0.02
True,21,0.04,False,20,20,False,0,False,0.5315543881519513,0.3332043991270245,0.5385771848895543,270.597037448897,330.40467853425076,0.0,MS-HIDE,122,case57,0.02
True,43,0.04,True,1,1,False,43,True,0.1714416009440448,0.004218827888773754,0.5371994646368213,272.2469228465343,326.99655765609356,0.0,MS-HIDE,123,case57,0.02
True,18,-0.04,True,9,9,False,18,True,0.063381685806989,0.033369448867570616,0.5076692856226022,258.3695249952143,303.15637016319675,0.0,MS-HIDE,124,case57,0.02
True,38,-0.04,True,18,18,False,38,True,0.1714416009440448,0.011586837538777461,0.5615498380419617,272.97313545132056,328.7906618352281,0.0,MS-HIDE,125,case57,0.02
True,47,-0.04,False,20,20,False,0,False,0.5180373671121248,0.3276018701928154,0.5577816295782158,277.7514354005689,372.65969231375493,0.0,MS-HIDE,126,case57,0.02
True,51,-0.04,False,20,20,False,51,True,4.1155614609016327e-10,0.0099501267798936,0.4717613872646589,260.5630125501193,317.76187641080475,0.0,MS-HIDE,127,case57,0.02
True,23,0.04,True,0,0,False,0,False,0.5255254239884238,0.3272769945722797,0.5335701127011225,258.73087924846914,327.46737082197797,0.0,MS-HIDE,128,case57,0.02
True,40,0.04,True,15,15,False,40,True,0.0009895799927872775,0.017829877809354477,0.5062839649570356,261.4920812397031,329.74887497548485,0.0,MS-HIDE,129,case57,0.02
True,20,-0.04,True,1,1,False,20,True,0.1714416009440448,0.005077772989642022,0.5354036396062415,265.2575375424931,339.7208413487533,0.0,MS-HIDE,130,case57,0.02
True,51,-0.04,False,20,20,False,51,True,4.097254381056361e-10,0.00995078044950357,0.4595079184281847,270.9202416532207,349.58517289487645,0.0,MS-HIDE,131,case57,0.02
True,26,0.04,True,15,15,False,25,False,0.1714416009460221,0.009800784387820262,0.44400206810953774,263.14301249803975,340.38846461335197,0.0,MS-HIDE,132,case57,0.02
True,43,-0.04,True,2,2,False,37,False,0.17144162146183692,0.004217251545887418,0.5300825456423678,265.75178945204243,333.9972347777803,0.0,MS-HIDE,133,case57,0.02
True,54,-0.04,True,4,4,False,54,True,4.994045356031712e-08,0.005042628918710587,0.6709736595586129,279.02845409698784,349.4888041721424,0.0,MS-HIDE,134,case57,0.02
True,32,0.04,False,20,20,False,0,False,0.5557312902117316,0.30621034066002667,0.5196194215879489,263.1637687009061,318.9182187838015,0.0,MS-HIDE,135,case57,0.02
True,47,0.04,False,20,20,False,0,False,0.5263365692366064,0.3344406513714504,0.5101757319927314,259.35790424700826,334.0240895893658,0.0,MS-HIDE,136,case57,0.02
True,51,0.04,True,2,2,False,51,True,4.137548732047487e-05,0.009949845417276415,0.46698895483922365,256.503133350634,315.8333479223075,0.0,MS-HIDE,137,case57,0.02
True,53,0.04,True,3,3,False,53,True,0.1714416009440448,0.004154971540190013,0.43143814989207663,269.3864916538587,329.5315131137613,0.0,MS-HIDE,138,case57,0.02
True,54,0.04,True,4,4,False,54,True,2.2216813056741104e-07,0.005004839664150448,0.6231614467120618,259.07955009606667,297.1386458229972,0.0,MS-HIDE,139,case57,0.02
True,20,0.04,True,2,2,False,20,True,0.1714416009440448,0.004976736367287224,0.4790454276770628,275.6934834003914,364.342293763184,0.0,MS-HIDE,140,case57,0.02
True,52,0.04,True,3,3,False,52,True,0.17144160094791785,0.0041392145209063706,0.40673719412274806,269.39582489430904,337.3809044802329,0.0,MS-HIDE,141,case57,0.02
True,10,0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0018888601214913788,0.5226688738181714,267.33633334515616,329.77163604518864,0.0,MS-HIDE,142,case57,0.02
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.00041065838766619705,0.34327272238661666,268.81835835811216,345.59863367758226,0.0,MS-HIDE,143,case57,0.02
True,10,0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0018931593704016494,0.5196050220257988,258.01094170019496,340.5124312383123,0.0,MS-HIDE,144,case57,0.02
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0012305831232203375,0.37581112498099756,263.5221270902548,333.2253982458497,0.0,MS-HIDE,145,case57,0.02
True,25,-0.04,True,4,4,False,26,False,0.17144160094404481,0.00996074755992756,0.47593154546949346,261.9020854559494,334.86811009352095,0.0,MS-HIDE,146,case57,0.02
True,36,0.04,True,1,1,False,36,True,3.8847097034045413e-10,0.002146527441320598,0.422383022846968,268.9851187489694,339.0415003115777,0.0,MS-HIDE,147,case57,0.02
True,44,-0.04,True,12,12,False,44,True,0.0009074432297454531,0.009110294977858193,0.50091801494649,279.9750398029573,337.9679753532401,0.0,MS-HIDE,148,case57,0.02
True,24,0.04,True,1,1,False,29,False,0.171441601412124,0.005367539559254006,0.6189434758407218,261.85016440285835,318.45897319435613,0.0,MS-HIDE,149,case57,0.02
True,3,0.04,True,1,1,False,3,True,3.8671819781197517e-10,0.002951670553362923,0.47468280802261575,257.4982790480135,309.7018848086009,0.0,MS-HIDE,150,case57,0.02
True,42,0.04,True,3,3,False,42,True,3.8671808797186145e-10,0.0054103414194230015,0.5533861331656083,262.6162959000794,317.4647295061732,0.0,MS-HIDE,151,case57,0.02
True,23,0.04,False,20,20,False,28,False,0.23241924336890415,0.028980988098111612,0.5285782499549748,254.01326045102905,291.9034523889423,0.0,MS-HIDE,152,case57,0.02
True,45,0.04,True,6,6,False,45,True,3.8671808797186145e-10,0.005997599959116494,0.49596579049229916,269.2008604557486,324.67028811515775,0.0,MS-HIDE,153,case57,0.02
True,24,-0.04,True,8,8,False,24,True,0.1714416009440448,0.005625230348826063,0.60820386621989,269.4367186399177,327.88763507560367,0.0,MS-HIDE,154,case57,0.02
True,22,-0.04,False,20,20,False,0,False,0.5698147790291943,0.24782419457468446,0.5389619207350562,273.34214800212067,338.0175276979571,0.0,MS-HIDE,155,case57,0.02
True,23,0.04,False,20,20,False,0,False,0.5576604062854821,0.31415707673536797,0.5293293989222374,266.0484604915837,325.6873482343508,0.0,MS-HIDE,156,case57,0.02
True,54,0.04,True,3,3,False,54,True,4.485245167128354e-10,0.005118604818932636,0.6146630272669973,275.1186959008919,330.9847750148038,0.0,MS-HIDE,157,case57,0.02
True,33,-0.04,False,20,20,False,0,False,0.5773616874293273,0.3025323087376726,0.5218640784584917,256.6781686444301,312.2870826628059,0.0,MS-HIDE,158,case57,0.02
True,39,-0.04,False,20,20,False,39,True,3.867181154320541e-10,0.008612590859244594,0.5041562789723568,263.4344292600872,353.2765246956842,0.0,MS-HIDE,159,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5727492733127378,0.31395360142688516,0.49902279662191196,265.4662125511095,317.7934268314857,0.0,MS-HIDE,160,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5343244764281262,0.3398285272219504,0.4867536829785941,252.4312414607266,349.4235898979241,0.0,MS-HIDE,161,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5100246218628793,0.33054052725366,0.5645214907056993,253.31241665116977,343.44655415043235,0.0,MS-HIDE,162,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5349520419051947,0.32254641010609075,0.5471676996511669,261.17278964666184,309.4996607716894,0.0,MS-HIDE,163,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5273528424632382,0.3240000152257192,0.4936025225563957,250.7333875022596,303.9497288526036,0.0,MS-HIDE,164,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5617734707934696,0.3136259305110898,0.5132534730131657,269.6376937965397,318.95661911694333,0.0,MS-HIDE,165,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5240161664182905,0.33334990315058477,0.49086814059368566,261.0036439000396,319.1993746731896,0.0,MS-HIDE,166,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5484998160272623,0.3270870656667376,0.5417186793761031,257.02625215344597,320.9236369235441,0.0,MS-HIDE,167,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5350850847470434,0.3272435072083994,0.5191252475999096,259.4135103514418,317.25534102588426,0.0,MS-HIDE,168,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5693543582058676,0.3095726809647569,0.5203041085093841,252.52469809784088,313.6194672610145,0.0,MS-HIDE,169,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5896469890064858,0.27858360200983057,0.546188954408636,266.142291756114,341.916655676323,0.0,MS-HIDE,170,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.6171945662602005,0.28627631425747735,0.49233503997763756,265.1830437040189,375.4217580455589,0.0,MS-HIDE,171,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5247283664678677,0.3249701382990223,0.525512698649286,271.346985391574,345.6957444082946,0.0,MS-HIDE,172,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5195095246098885,0.33114517729579834,0.5025602658593283,265.7960896496661,352.23925208847504,0.0,MS-HIDE,173,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5539675564222218,0.31492339341975556,0.54162189138805,264.0441729075974,336.7573069233913,0.0,MS-HIDE,174,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.543549678875626,0.336764785825785,0.5427979952185035,266.94726664281916,319.3780750007136,0.0,MS-HIDE,175,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5517957784759191,0.31629655371932175,0.5156193309171976,263.92060825019144,365.201780947973,0.0,MS-HIDE,176,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.545426344540565,0.3152350388942383,0.5199646095283166,254.54097499896307,307.2013899334707,0.0,MS-HIDE,177,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5649304146662021,0.32709749232777313,0.5131310267505804,245.08000429486856,302.5002854614286,0.0,MS-HIDE,178,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5360372311462526,0.328830362463867,0.5296212964082729,242.8777021006681,316.9002649199684,0.0,MS-HIDE,179,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.520724508490538,0.3274970789796975,0.5397784051437119,257.3686021496542,312.39668778725905,0.0,MS-HIDE,180,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.539477469212996,0.3211136936187821,0.5682537617361778,255.5456207977841,315.9755874599796,0.0,MS-HIDE,181,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5949231699710666,0.2818883802359362,0.5471418846114857,276.4586873963708,343.0549202079419,0.0,MS-HIDE,182,case57,0.02
False,0,0.0,False,20,20,False,25,False,0.4346534684706732,0.09495820447349229,0.5206233779685924,267.5382561516017,380.62947531579994,0.0,MS-HIDE,183,case57,0.02
False,0,0.0,True,11,11,True,0,True,0.599357123485673,0.20905927048909337,0.5142175935991589,146.41794389754068,179.45968711865135,0.0,MS-HIDE,184,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5174389542760943,0.33176887860981563,0.5393147527429907,263.4346208476927,356.0163107555128,0.0,MS-HIDE,185,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5285653176581929,0.31871521477146064,0.5416013865022338,244.51836454682052,307.4463205266511,0.0,MS-HIDE,186,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5424118447937897,0.31580568362768574,0.5316985789912207,271.376202054671,354.45245355367666,0.0,MS-HIDE,187,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5834941051391667,0.32429167548762805,0.5196320076023051,232.695816794876,295.0781191029819,0.0,MS-HIDE,188,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5554803163573089,0.32268592355062725,0.5195359257109416,130.00652714981697,169.60440238472074,0.0,MS-HIDE,189,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5859321436443584,0.28409217444262524,0.4949422195880716,255.36327713925854,316.242727113422,0.0,MS-HIDE,190,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5502428319190458,0.3358202568202624,0.5236142281239514,168.97747720649932,235.2759497036459,0.0,MS-HIDE,191,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5877763717776042,0.3029932296643595,0.5158350696925613,254.0371978568146,314.01557674689684,0.0,MS-HIDE,192,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5665289504097119,0.29565050446208285,0.5471746375539863,175.91543949674815,245.86046249605718,0.0,MS-HIDE,193,case57,0.02
False,0,0.0,True,7,7,True,1,False,0.5075487336100847,0.25954181684737465,0.4978034409846147,101.30739375017583,132.68168986251115,0.0,MS-HIDE,194,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5181505018431407,0.33140149602605595,0.5456997651472526,237.34345629636664,316.00836912111845,0.0,MS-HIDE,195,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5507459175494331,0.3201089581456434,0.5177047087237232,135.36215820349753,172.47267677739728,0.0,MS-HIDE,196,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5810347126380014,0.2957154123419798,0.5454506290853454,218.14539164479356,287.5254444370512,0.0,MS-HIDE,197,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5879241948659776,0.30262594502748263,0.5422120435155566,132.54966464883182,178.44052324362568,0.0,MS-HIDE,198,case57,0.02
False,0,0.0,False,20,20,False,0,True,0.5606764003452963,0.3197480428932112,0.5279203673163102,79.4419812009437,86.56236039241776,0.0,MS-HIDE,199,case57,0.02
True,26,-0.04,True,5,5,False,26,True,0.17144160119040633,0.01566679242698708,0.6946651679887632,2.011495956685394,2.3117062635719776,0.0,RHMTD,0,case57,0.02
True,49,-0.04,True,11,11,False,49,True,2.069881676743816e-05,0.008546561527783809,0.7031763863922,3.4405540995066985,5.157760120346216,0.0,RHMTD,1,case57,0.02
True,53,-0.04,True,10,10,False,53,True,0.17144170935311878,0.00985171312256497,0.7061114305861951,2.850816652062349,3.852423277567141,0.0,RHMTD,2,case57,0.02
True,37,0.04,True,5,5,False,43,False,0.1714416009440448,0.006781541310660673,0.6963739639653085,4.562760595581494,11.151044422877023,0.0,RHMTD,3,case57,0.02
True,46,0.04,True,17,17,False,0,False,0.5620509677534177,0.29751193513605617,0.6946312741064754,3.969564504222945,7.297329502762297,0.0,RHMTD,4,case57,0.02
True,17,0.04,False,20,20,False,18,False,0.17215363599591263,0.08570142681273789,0.6998393279171573,2.1184457960771397,2.3631476011360064,0.0,RHMTD,5,case57,0.02
True,24,0.04,True,4,4,False,24,True,0.1714416009693603,0.019301296760228435,0.6929940233908594,3.496264651766978,7.832715238328092,0.0,RHMTD,6,case57,0.02
True,3,0.04,False,20,20,False,3,True,3.867181703521683e-10,0.01118605012134152,0.6977877947654327,3.5354479477973655,6.721152091631667,0.0,RHMTD,7,case57,0.02
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.001144085254058584,0.7050455676820152,3.953062553773634,10.35480895661749,0.0,RHMTD,8,case57,0.02
True,22,0.04,False,20,20,False,0,False,0.6382345708613406,0.22786760731379108,0.6976274094521628,6.850016748649068,14.939424616750356,0.0,RHMTD,9,case57,0.02
True,29,-0.04,True,5,5,False,24,False,0.17144160094461877,0.015391367604320324,0.6955706455796734,2.0170916948700324,2.2775919584091757,0.0,RHMTD,10,case57,0.02
True,28,-0.04,True,1,1,False,28,True,3.867181428924471e-10,0.0085173839545295,0.6906948533828214,6.470620902837254,11.589160742005365,0.0,RHMTD,11,case57,0.02
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0015317150122064612,0.6983076530817569,3.924574799020775,9.237699653021995,0.0,RHMTD,12,case57,0.02
True,28,-0.04,True,1,1,False,28,True,3.8671814289198025e-10,0.0036346482156859802,0.6980451085632124,3.193501997157,4.896914897835815,0.0,RHMTD,13,case57,0.02
True,22,0.04,False,20,20,False,0,False,0.5735156516959853,0.23818659314501905,0.6999195205737923,5.6903270422481,12.039008270949147,0.0,RHMTD,14,case57,0.02
True,26,0.04,False,20,20,False,25,False,0.1714416009440448,0.014679548725496127,0.7029138418736557,2.037639552145265,2.366256623645313,0.0,RHMTD,15,case57,0.02
True,40,-0.04,False,20,20,False,40,True,1.335247027399061e-05,0.024785063644940045,0.6989696876590645,3.7468728522071615,7.920642293174752,0.0,RHMTD,16,case57,0.02
True,1,-0.04,False,20,20,False,1,True,0.1391039857550637,0.09530084379452014,0.6959342983056191,4.209918814012781,10.036943759769208,0.0,RHMTD,17,case57,0.02
True,37,-0.04,True,4,4,False,37,True,0.1714416009440448,0.007478408272746576,0.6993944315367031,4.247614453197457,7.613994058920071,0.0,RHMTD,18,case57,0.02
True,42,-0.04,True,5,5,False,42,True,3.86718060514018e-10,0.010649757525071827,0.7018636637994773,3.9013645640807226,7.540494078421037,0.0,RHMTD,19,case57,0.02
True,32,0.04,False,20,20,False,0,False,0.4980877700844529,0.3217899261777385,0.7002570270282067,2.0682437461800873,2.309989553759806,0.0,RHMTD,20,case57,0.02
True,20,0.04,True,6,6,False,19,False,0.1714416009440448,0.007121272456703549,0.7010446605838406,3.444547895924188,7.024143161834218,0.0,RHMTD,21,case57,0.02
True,46,0.04,False,20,20,False,0,False,0.5285279713693238,0.30067716049904203,0.7050455676820151,3.6162437027087435,6.609389296500013,0.0,RHMTD,22,case57,0.02
True,42,0.04,True,18,18,False,42,True,3.867180879767276e-10,0.012842916955473526,0.6967968937971228,4.827331245178357,12.155169417383155,0.0,RHMTD,23,case57,0.02
True,56,-0.04,True,3,3,False,56,True,0.17201994796524003,0.03048859074512566,0.7034389309107447,3.998704307014123,8.293102800962517,0.0,RHMTD,24,case57,0.02
True,53,0.04,True,11,11,False,53,True,0.1714416009440448,0.008160953700865047,0.6932174433063512,3.8754126464482397,6.8320312886498895,0.0,RHMTD,25,case57,0.02
True,48,0.04,False,20,20,False,48,True,3.8671808798054245e-10,0.012211493356434266,0.6994537086425714,7.552562651108019,12.462167290505073,0.0,RHMTD,26,case57,0.02
True,24,-0.04,True,4,4,False,24,True,0.17144160143279827,0.012159880486857002,0.6989286196054825,3.4729936480289325,3.9684208284597924,0.0,RHMTD,27,case57,0.02
True,20,0.04,True,1,1,False,19,False,0.1714416009440448,0.005845431496942969,0.7001977499223384,4.268335390952416,13.118925309390763,0.0,RHMTD,28,case57,0.02
True,34,-0.04,True,5,5,False,34,True,4.26816017247307e-10,0.018608361943936516,0.6985911131510678,5.153376993257552,9.500170190585798,0.0,RHMTD,29,case57,0.02
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.002231509714776552,0.7015854344509314,3.4577874932438135,7.293802427011542,0.0,RHMTD,30,case57,0.02
True,38,0.04,False,20,20,False,56,False,0.17157082668960827,0.029524384654973562,0.697600212182758,3.3746521483408287,4.766381831723269,0.0,RHMTD,31,case57,0.02
True,32,0.04,False,20,20,False,0,False,0.5545471466097351,0.3022464968159787,0.6909906030593058,2.8308897017268464,3.3084937545936555,0.0,RHMTD,32,case57,0.02
True,15,-0.04,False,20,20,False,0,False,0.4950455852856697,0.3209642118198185,0.701060345413842,3.398589594871737,5.374421147280375,0.0,RHMTD,33,case57,0.02
True,36,0.04,True,1,1,False,36,True,3.867180879718616e-10,0.004096910214888613,0.7026512973551109,4.275335351121612,8.740807700087318,0.0,RHMTD,34,case57,0.02
True,26,0.04,True,8,8,False,26,True,0.17144160094404481,0.010955977425916603,0.6970594383156674,3.1544541474431753,5.012433009687812,0.0,RHMTD,35,case57,0.02
True,28,0.04,True,1,1,False,28,True,3.867181428919485e-10,0.006238971545519336,0.7058488860676505,3.8037501013604924,7.23571876296774,0.0,RHMTD,36,case57,0.02
True,3,0.04,True,14,14,False,3,True,4.161770165525084e-10,0.009224256306142296,0.6956508382363082,3.0091602471657097,3.916657966328785,0.0,RHMTD,37,case57,0.02
True,6,0.04,False,20,20,False,6,True,3.8671819781198654e-10,0.012930095983968574,0.6988536576696125,4.107150100753643,8.583079135860318,0.0,RHMTD,38,case57,0.02
True,51,-0.04,False,20,20,False,51,True,0.0030208980696924737,0.024926654274626373,0.695650838236308,5.213545693550259,11.344991641817614,0.0,RHMTD,39,case57,0.02
True,17,0.04,False,20,20,False,17,True,0.12240944372098765,0.04914643838620381,0.7026512973551109,3.015160351060331,4.755091344122776,0.0,RHMTD,40,case57,0.02
True,49,-0.04,True,14,14,False,49,True,3.867180879718992e-10,0.008266082460194201,0.6962971879836142,4.120624950155616,10.783468745648866,0.0,RHMTD,41,case57,0.02
True,19,-0.04,True,1,1,False,19,True,0.1714416009440448,0.005591146420964742,0.7013228899323865,4.43291449919343,9.867012515314865,0.0,RHMTD,42,case57,0.02
True,31,0.04,False,20,20,False,31,True,0.1672258673895217,0.010732845818879322,0.6991109714673922,4.101881146198139,9.25090447999537,0.0,RHMTD,43,case57,0.02
True,55,0.04,True,1,1,False,55,True,3.8671808797186595e-10,0.0026930162410275416,0.7012479279965167,3.67562270257622,8.835868455935273,0.0,RHMTD,44,case57,0.02
True,2,0.04,True,1,1,False,2,True,3.8671819781197656e-10,0.009727156088692925,0.7005195715467514,4.632974899141118,6.9326038472354625,0.0,RHMTD,45,case57,0.02
True,34,-0.04,True,11,11,False,34,True,8.945277610994795e-09,0.009136839805699348,0.7009853834779722,3.7373854458564892,8.880496141500776,0.0,RHMTD,46,case57,0.02
True,14,-0.04,True,4,4,False,14,True,3.867181978119751e-10,0.003900246392660614,0.6966626547553845,4.467344001750462,10.150206257821996,0.0,RHMTD,47,case57,0.02
True,1,0.04,False,20,20,False,0,False,0.5426657676850435,0.24677502571677168,0.7028388799377856,4.292845944291912,10.397620816365825,0.0,RHMTD,48,case57,0.02
True,34,-0.04,True,3,3,False,34,True,3.9630178835550293e-10,0.012779251175247856,0.7002570270282068,3.1877833971520886,4.184281497146005,0.0,RHMTD,49,case57,0.02
True,40,-0.04,False,20,20,False,40,True,0.0015052075147973432,0.020832933833577188,0.6980451085632122,3.018464657361619,4.141064305440523,0.0,RHMTD,50,case57,0.02
True,27,-0.04,True,1,1,False,27,True,3.8671814289192984e-10,0.0050935696541596735,0.6993735159859367,3.5653334081871435,7.745542336488143,0.0,RHMTD,51,case57,0.02
True,44,-0.04,False,20,20,False,44,True,0.004164218387546528,0.03503447359611568,0.7029138418736556,4.064945847494528,7.5218396435957455,0.0,RHMTD,52,case57,0.02
True,1,0.04,False,20,20,False,0,False,0.5620395899553152,0.2948674286528057,0.7029138418736556,4.166264657396823,9.070483344839893,0.0,RHMTD,53,case57,0.02
True,20,-0.04,True,3,3,False,19,False,0.17144160100566389,0.007538876887198726,0.702651297355111,3.845322850975208,7.271247595781464,0.0,RHMTD,54,case57,0.02
True,41,-0.04,True,1,1,False,41,True,3.867180879719343e-10,0.002179414608419724,0.7007978008952975,3.6026792018674314,6.407729169586676,0.0,RHMTD,55,case57,0.02
True,25,0.04,False,20,20,False,26,False,0.17144160095202202,0.024193421191035944,0.7047830231634706,3.620108400355093,6.330423557665203,0.0,RHMTD,56,case57,0.02
True,33,0.04,False,20,20,False,0,False,0.619806971119254,0.16411424551409207,0.7029138418736556,5.001387506490573,12.370603581075565,0.0,RHMTD,57,case57,0.02
True,42,-0.04,True,7,7,False,42,True,3.8671808797314374e-10,0.018222859178156452,0.6994537086425716,4.230537454714067,9.166391924372878,0.0,RHMTD,58,case57,0.02
True,21,0.04,False,20,20,False,0,False,0.5432705887008463,0.30245082348602204,0.7085057009130991,4.0055582561763,7.971479490515778,0.0,RHMTD,59,case57,0.02
True,36,-0.04,True,3,3,False,36,True,3.8671808797192116e-10,0.00546312642476422,0.7045047938149245,3.7966105446685106,6.606354191899304,0.0,RHMTD,60,case57,0.02
